step_time,reward,total_stopped,total_wait_time,fuel_consumption,noise_emission
5.0,-4.0,0,0.0,-0.12243735763097947,-0.6165817011000805
10.0,-4.0,0,0.0,0.02460859356120808,-0.026595813889817688
15.0,-3.0,1,0.0,0.15167621063540002,0.5433745798236519
20.0,3.5,0,0.0,0.11024903241211753,0.30018486416160206
28.0,2.0,2,2.0,0.06527179422875044,1.005184816522761
36.0,-9.0,1,4.0,0.10339526548804548,1.3543199464085682
41.0,-10.0,2,11.0,0.09858910122214518,0.8626518713009292
46.0,-4.5,3,8.0,0.19832022163267576,0.5492801127130046
51.0,-2.5,1,2.0,0.27318765954069557,0.8599610226098032
56.0,6.0,1,0.0,0.09826350997169858,1.0423066800532776
61.0,4.5,4,10.0,0.4045627317692366,1.4227388201709594
66.0,-9.5,3,9.0,0.11592122938777542,1.0812735845638175
71.0,0.0,2,1.0,0.12790762208794842,0.9964053527447528
76.0,7.5,2,8.0,0.3047512113129275,1.1092462726349552
81.0,-0.5,2,18.0,0.059023147353597274,1.0237602304571456
86.0,0.5,3,31.0,0.04604183365953785,0.7243161268667064
91.0,-2.0,1,8.0,-0.03562942291588465,0.48327127118161756
96.0,1.5,0,0.0,-0.013200991452661452,-0.02371337079589081
101.0,6.5,0,0.0,0.08926289678976124,0.28529309434214933
106.0,-1.0,0,0.0,0.12398207028264005,0.31485219776427203
111.0,0.5,1,0.0,0.08323462774573696,0.5241987872917051
116.0,11.0,1,0.0,0.05741285659926426,0.20124208721185224
121.0,2.0,2,4.0,0.014679610254572671,0.4802445582976185
126.0,-1.0,0,0.0,-0.014366172491416744,0.20774103827181542
131.0,8.0,2,3.0,0.03132033510614377,0.26018808557857653
136.0,2.0,0,0.0,0.28665597718299646,1.1943489706042687
141.0,-0.5,1,0.0,0.09845150456912671,0.5655818541143959
146.0,6.0,1,2.0,0.0837967470104568,0.25899108850670705
151.0,7.0,1,0.0,0.022357874944185067,0.2208875435935685
156.0,7.0,1,0.0,0.038635851672826606,0.23365924301992694
161.0,-7.5,1,0.0,0.2599536590574477,0.6046267423004295
169.0,2.5,0,0.0,0.024926197036762646,0.49390556662191043
174.0,4.5,2,4.0,-0.07966883718750495,0.17624635051427837
179.0,-1.0,2,8.0,0.27275988231189136,0.8586751699035392
184.0,-7.5,1,0.0,0.2838675863175889,1.1352147627231886
189.0,3.5,4,6.0,0.13679185431191157,1.050269910972006
194.0,0.5,0,0.0,0.13128947431175206,0.8494707821143166
199.0,-1.0,1,5.0,0.16529114400725484,0.5741797944884806
204.0,8.5,1,1.0,0.07543274115115761,1.1062946286426423
209.0,-4.0,1,6.0,0.14413478072239982,0.8529940789533005
214.0,-1.5,1,11.0,-0.0903094579761103,0.10373390828821558
219.0,-3.0,2,19.0,-0.02087831419835083,0.4602351782409446
224.0,-6.0,1,21.0,0.12179797156702687,0.813359930484968
229.0,-5.0,0,0.0,-0.019347908975915554,0.7599713358057685
234.0,8.0,2,4.0,0.052087050971963145,0.8112249026310479
239.0,8.5,2,2.0,-0.017850517777162386,0.4011093656851533
244.0,2.0,2,7.0,0.12768629726565206,0.5510739730279185
249.0,-6.0,1,0.0,0.172038890714376,0.7613725395381382
254.0,-1.0,2,3.0,0.09146575346404869,0.7053219360732922
259.0,4.0,1,8.0,-0.0031278921392176064,0.4338262955352985
264.0,-3.5,2,4.0,-0.008667366104818351,0.4599958948267673
269.0,-2.5,1,9.0,0.17725512413214,0.8338247633123914
274.0,-9.0,0,0.0,0.10996988172882913,0.5140130925760196
279.0,5.0,2,2.0,0.17362430792314126,0.7609275210061587
284.0,-8.0,2,10.0,0.1324128886920563,0.8347419994788522
289.0,-6.5,3,12.0,0.15941983599879295,1.2838592954616395
294.0,4.5,2,3.0,0.10222954589754077,1.0539781612028876
299.0,12.5,1,0.0,-0.010094796570336078,0.48699455259196545
304.0,2.0,1,4.0,0.15880338368555563,0.5978792313247957
309.0,-5.5,0,0.0,-0.038562107738803544,0.4128153922946574
314.0,0.5,2,2.0,0.2589333589887578,1.1033214330141785
319.0,-6.5,1,7.0,0.22190198577969839,1.0187055106005882
324.0,0.0,2,6.0,-0.08471766423310492,0.17401596567298577
329.0,8.0,1,6.0,-0.016489470050944886,-0.06379985411482342
334.0,7.0,1,0.0,-0.046973203014058634,-0.07429609120356243
339.0,2.0,0,0.0,0.2067856498573074,0.8920224266039114
344.0,-5.0,0,0.0,0.20361933427550025,0.8767104927256573
349.0,8.0,3,3.0,0.06826927260366888,0.7263228110518269
354.0,-2.5,2,7.0,0.04431372807704294,0.5654747245287114
359.0,-5.5,1,6.0,0.0346349061772916,0.44865909210012306
364.0,-0.5,2,4.0,0.040483586281434225,0.8019317574681204
369.0,5.0,1,1.0,0.12771728249138642,0.816847432089471
374.0,10.5,1,6.0,0.07230869506236451,0.4914606726744346
379.0,-2.5,0,0.0,0.34873876672018844,0.8317496671965666
384.0,3.0,1,5.0,0.2994856047459389,1.432162862943604
389.0,0.0,2,3.0,0.19435420388927374,1.1044957362879304
394.0,0.0,5,13.0,0.1395775510179871,0.5371935707631088
399.0,7.0,3,12.0,0.26321877575331903,1.0972800437581287
404.0,0.5,2,0.0,0.43275500932224753,1.4677826932418507
409.0,-5.5,2,3.0,0.2103061590116116,1.1452178548134255
414.0,3.0,2,13.0,-0.12243735763097947,0.9287487513998596
419.0,2.5,2,13.0,0.08344408457403156,0.7770632201472257
424.0,2.0,3,23.0,0.19825068065169338,0.5365030669660888
429.0,-2.5,2,21.0,0.18055978345006668,1.0410729697926102
434.0,-3.0,2,4.0,0.001280214183871413,0.7871587484303384
439.0,6.0,4,11.0,-0.011371268199806977,0.9927399050226748
444.0,1.0,1,4.0,0.07131563746471664,0.8001023766158669
449.0,4.0,1,0.0,0.07678459720327496,0.24185820048166462
454.0,9.5,1,0.0,0.04845600661582477,0.2473827407931689
459.0,3.5,2,5.0,0.14323613693881887,0.527935835547851
464.0,-4.0,1,0.0,0.26433594226587964,0.8739409783229319
469.0,-2.5,0,0.0,0.16448906184617573,0.8359620250662758
474.0,5.5,1,0.0,0.06743220641670636,0.732101325345044
479.0,8.0,1,4.0,0.04086608458722175,0.5218145763442024
484.0,-1.0,0,0.0,0.08019953003947908,0.2558838478891306
489.0,-2.5,1,1.0,-0.0860324532991468,0.18306361519479758
494.0,1.0,1,0.0,0.06151875660009831,0.784107654491077
499.0,1.5,1,0.0,0.3842813607452268,1.4790214420840955
504.0,-3.5,0,0.0,0.30773821915803684,1.353168540163591
509.0,-6.5,2,4.0,0.13339505238108265,0.8354805486325868
514.0,5.5,0,0.0,0.16733262366059734,0.5834844540493126
519.0,8.5,1,0.0,0.13896302837809865,0.53624834967518
524.0,1.5,2,2.0,0.14273212820029563,1.1126642057882865
529.0,0.0,5,17.0,0.1260820545407846,0.8332674184399234
534.0,2.0,2,15.0,0.09129984727932684,0.8037285971561272
539.0,8.5,2,3.0,0.014307688021066006,0.4460167498588087
544.0,10.5,2,8.0,0.08616353392296874,0.2502539169105514
549.0,0.0,1,0.0,0.12151013668575447,0.7518385970756917
554.0,1.5,0,0.0,0.006624107775775427,-0.024071555089264906
