pressure;totalQueued;waitingTime;passedCars;noiseEmission;COEmission;CO2Emission;fuelConsumption;occupancy
9;4;1.08;6;256.6115281044433;1242.0202135218751;35928.628149955104;15.444548805913204;0.20445177870469555
10;6;0.7;5;272.3088798344488;1315.8063834573036;42591.872575793735;18.308762450680312;0.20204741379310345
9;7;0.8;5;271.827948478116;1405.3672546164203;40831.51763136596;17.552131390626514;0.18857758620689657
7;8;1.09;5;257.7700422751787;1079.4668604406147;21485.540743899088;9.236161958886958;0.16163793103448276
8;9;1.53;4;192.45473412093003;1498.166451797078;27405.95944493955;11.781329804867454;0.16163793103448276
13;10;2.03;0;195.04505067582943;1790.8347268839766;31337.228998676554;13.471317895402873;0.17510775862068967
14;11;2.55;1;269.63693617748424;2071.113338571581;45664.53359019647;19.630043846228276;0.20204741379310348
15;13;3.12;2;272.3622813891524;2432.1418579288643;53883.52667114561;23.163096774593296;0.22898706896551724
13;4;1.93;3;272.01424513908717;1905.37416098641;54939.253913826426;23.616562938932166;0.21551724137931033
7;3;0.85;6;252.26580071069674;1032.0944369144302;27377.701585318704;11.768882274465424;0.1806269148708355
7;3;0.45;5;257.996473896666;1129.4192558641962;31803.77987959772;13.671426051533453;0.16163793103448276
3;4;0.38;7;196.6637696463381;1028.173502059184;29289.435933865512;12.590624088928543;0.13469827586206898
5;6;0.57;6;209.45292021203682;1189.3387727200025;33437.58219427817;14.37372373226113;0.14816810344827586
10;6;0.85;2;264.8948100226399;1356.45224377803;39236.923968236966;16.86663644653398;0.16163793103448276
11;9;1.23;2;263.3855008079685;1414.753309186097;36559.55000351183;15.715818761236696;0.17510775862068964
12;11;1.68;3;262.56305004370114;2082.347322744078;47067.652384274144;20.23310961607075;0.20204741379310348
11;9;2.13;4;271.85328649405113;2044.371679745445;49325.26186692826;21.20350491267693;0.20204741379310348
12;5;1.15;3;281.14388630575786;1698.3813006187283;51791.95639903438;22.263592772256178;0.20204741379310345
5;2;0.78;8;277.58392585204194;1212.8541959270901;45879.044375689366;19.721623895602214;0.17510775862068967
8;3;0.5;4;273.804260658919;815.4410047584297;33038.739471543675;14.202024131923372;0.16163793103448276
8;6;0.5;5;273.4003234137621;1345.3254102983767;43591.788871392855;18.738580646357594;0.17510775862068967
8;7;0.75;4;274.4252549268782;1487.994129470198;45793.85458945632;19.68517932296628;0.16163793103448276
10;10;1.15;3;256.3986871467614;1632.8606498571853;31277.36026743061;13.445522041263468;0.17510775862068967
11;9;1.6;3;281.57027435418064;2148.0876992722283;58748.389210149595;25.254038150633573;0.18857758620689657
11;10;2.06;3;204.328070439542;1822.9583399587457;40986.93115035808;17.619213650729392;0.18857758620689655
15;11;2.61;2;204.6448993993152;2086.6183212071223;43248.59323469433;18.591524851146595;0.22898706896551724
12;5;1.61;3;273.3816212801651;1477.4058116456108;42522.12800624327;18.278904376080508;0.20204741379310345
5;2;0.65;8;281.9799009280549;1398.5364684302785;52479.73089782093;22.55904618190275;0.17510775862068967
4;3;0.25;6;246.59933245463378;963.5155459411699;30854.875507802906;13.263427904362949;0.1441230442266547
3;4;0.37;6;193.6677375837657;926.3205617585297;25354.960510944456;10.899330733651604;0.13358332557253272
5;5;0.59;4;198.70532747272358;918.3787584406574;23517.258900514473;10.109356149745762;0.12122844827586209
8;7;0.88;2;199.40586827810864;1264.7220265849294;26004.730556430033;11.178818961246392;0.13469827586206898
13;8;1.21;1;274.0908857463368;1678.1119209423046;38650.03662740452;16.61460732993071;0.18857758620689655
14;9;1.58;1;271.4681029861997;1743.5489209129764;38888.857792140436;16.717288922328603;0.20204741379310345
15;11;2.01;2;270.56212478768066;1732.5908829107238;39039.017293871664;16.781828619448817;0.22898706896551724
11;6;1.07;3;260.14617717166664;974.468515940312;27679.981490233135;11.898735086170445;0.18857758620689655
6;4;0.71;5;268.7441762725729;979.3787784977358;32396.07106525322;13.925901528308053;0.1572681132215702
6;5;0.56;5;253.35988887578876;1251.6276259427273;28201.351247392737;12.123063732296192;0.15176477499723215
7;6;0.65;4;266.1400125510645;1261.5267393479382;36757.40396935442;15.800802157095088;0.14816810344827586
9;7;0.89;3;258.1840503199162;1208.0637579677089;27648.21531578999;11.88523300457099;0.16163793103448276
10;8;1.24;2;202.44000222614892;1554.8507809941862;35448.16544771024;15.238210409178588;0.17110288879421237
10;7;1.59;3;204.94533659546846;1554.4118097571168;36781.35628278986;15.81126937815566;0.17510775862068967
10;9;1.97;3;185.71611109065492;1421.7965518924152;25988.181924177;11.17182571811292;0.17510775862068967
15;12;2.52;1;210.9193766491896;2043.529785032396;46887.749238015414;20.15576140810261;0.21551724137931036
15;3;1.22;2;214.33266145937625;1785.9886313699717;53438.74542352087;22.971535454587116;0.22898706896551724
11;1;0.44;6;279.22767254432455;1344.0035138974583;47465.054427665375;20.403515636915436;0.23959497300051597
11;4;0.29;6;267.5293464676902;1237.2277400657213;38497.519762586955;16.548760119722363;0.24125331848280906
10;5;0.45;7;277.98478242603096;1331.8958661867184;42000.52317480615;18.054583153963403;0.22898706896551724
12;9;0.71;4;260.9284494928529;1238.681341079611;28768.87608570797;12.366949793405169;0.21551724137931036
12;10;1.17;3;268.25044057943296;1653.7218555595682;40277.2867682265;17.314054885306597;0.20219620866357998
12;12;1.68;4;269.21062969371803;2064.167176791109;45120.938041866706;19.396326530267075;0.21551724137931036
15;12;2.23;2;264.5216130258925;2432.25279793154;49458.2724966118;21.26094347599475;0.22898706896551727
15;13;2.82;3;265.4172362175055;2306.0519025842787;47113.44129575722;20.252991621755314;0.24245689655172414
15;5;1.97;2;263.470244216283;2167.2757938954196;56989.347766022605;24.497991050171166;0.22898706896551724
6;2;1.22;7;264.521146877812;1089.6473566189577;36610.070629718;15.737400236773933;0.17833092666468336
4;3;0.77;6;259.763416672218;815.0161575595;24543.032049656355;10.550230173359619;0.14695985540818782
1;4;0.53;7;248.2304896859925;926.1972541780302;18377.31543973085;7.900005819269188;0.11243578238756481
6;5;0.62;3;268.4694769074165;1190.6041856533895;31894.159105184943;13.71030056674843;0.12122844827586207
8;6;0.87;3;270.9009740549661;1208.44449437039;33041.993588835634;14.203750372359046;0.14816810344827586
9;7;1.13;2;262.0279288802154;1246.0381902126833;28961.39627071519;12.449705180620636;0.14816810344827586
10;7;1.47;1;196.6536542869447;1348.5927002892167;29335.20660424287;12.610479771874125;0.15816186877928662
11;8;1.85;2;260.02709001919766;1650.0593743848342;37346.472895039406;16.05427417408358;0.17510775862068967
9;0;0.78;2;259.4332483483098;1066.1339235238142;32254.472526764268;13.865183078028263;0.14816810344827588
1;2;0.19;7;247.43808214513334;374.8840552655686;12606.911831004214;5.419268918469015;0.10775862068965518
0;5;0.17;8;198.63605039823244;1020.0106993884629;24799.437593243907;10.660582630658542;0.10775862068965518
9;3;0.32;2;279.5567269656579;1279.6957597046858;41794.37030728971;17.965896055936614;0.14816810344827586
10;4;0.48;1;257.63159212580837;800.6773568762745;23119.109727276213;9.938172529995422;0.14816810344827586
8;8;0.76;2;245.2986567390928;785.8570956686096;18401.545043124897;7.910310665264216;0.13469827586206898
5;7;1.11;3;192.2931501631306;1130.7715516025046;24045.88301963626;10.336720929974765;0.10775862068965518
6;8;1.46;2;122.67236528069299;1318.2222222222224;20997.777777777777;9.026654687032044;0.10775862068965518
8;7;1.81;1;136.14364393986267;1409.1873792967815;30283.03394995691;13.017918538204777;0.12122844827586207
6;3;0.65;2;140.18914797059563;1003.9760520927816;27906.22979739202;11.995999889956746;0.10775862068965518
0;0;0.21;6;208.05930391359425;646.4616987951651;28612.109910347408;12.299214302452324;0.08081896551724138
1;0;0.0;5;207.12783310405442;390.9033342824972;19919.434911695913;8.562490023765944;0.05387931034482759
1;1;0.01;3;186.61699417209613;420.09954985511206;19921.287404297873;8.563299702977254;0.05387931034482759
4;3;0.08;2;237.19275179910852;568.0445310689822;14127.930282095931;6.073197518011526;0.08081896551724138
7;4;0.22;0;256.6589356491138;853.5876088055829;27211.25392550917;11.697156164147202;0.09428879310344827
7;5;0.37;1;259.2465171724152;1119.030020764732;28310.17885113405;12.169679183700715;0.11936806603719878
7;4;0.52;3;262.27654997830996;1176.7783603676835;32146.756040547374;13.818870840343784;0.13469827586206898
9;4;0.71;2;256.84924888175476;1133.4771419539766;30980.08336372568;13.317371887642885;0.14816810344827586
8;3;0.11;3;272.62624367624295;883.2703154971506;30991.133988407208;13.321909512217868;0.14816810344827588
3;4;0.2;6;208.63000419999196;388.1737458627099;22682.366842586984;9.75010802936084;0.12122844827586207
8;6;0.43;2;184.3003045511066;806.5523345304568;13776.567826518687;5.9223184604679755;0.13469827586206898
9;7;0.78;2;276.0445305762471;1711.355621242714;46805.83891298179;20.120310791661936;0.14816810344827588
11;8;1.14;0;194.38424305135516;1385.9950096611178;30616.828140208807;13.161388693491407;0.14816810344827586
10;9;1.58;2;262.5554623164918;1605.6240259889316;33779.601528882806;14.521075459215018;0.16163793103448276
11;9;2.03;2;260.59351321716724;1820.0530844876625;34830.5218010242;14.972941205425323;0.17510775862068967
12;10;2.49;2;267.16132144930714;1912.408532297896;42636.7520439422;18.328463880742834;0.18857758620689657
15;11;2.99;1;249.19263145634886;2008.0947661314908;36193.549820175394;15.558957580278044;0.21551724137931036
14;6;1.73;2;274.5019442991042;1686.0820459178422;43339.12147067732;18.63021787605825;0.21628659808357223
8;3;0.94;6;209.55825101592055;1466.563259670991;41512.74711270904;17.84502876278178;0.19382249815173527
8;6;0.53;6;198.62750109370714;1055.825138096409;30089.19351545823;12.934401665461845;0.18857758620689657
9;9;0.78;4;204.66833326210218;1074.5604176048573;31395.481067068515;13.495846529541671;0.17510775862068967
11;10;1.26;2;201.81648867426463;1604.2152224357287;33166.06296206781;14.257292251209932;0.17510775862068967
16;12;1.79;1;208.65778644876542;2225.260107393175;46687.93883149396;20.070003760174217;0.22898706896551724
19;13;2.38;1;265.2755900868933;2548.723475491007;48547.14596438092;20.869406337738077;0.2693965517241379
19;16;3.09;2;271.35487228479417;2504.5281940649656;52082.23995498828;22.388916108775817;0.28286637931034486
20;17;3.87;2;249.06524846585467;2720.692163542738;49620.90046878831;21.331073958011714;0.2963362068965517
18;10;2.9;2;265.5699272532974;2137.4147133228166;48262.58923992654;20.746812762176525;0.26939655172413796
12;5;1.92;6;264.47254771568146;1835.0112292973406;47527.34967621667;20.430656797172766;0.24245689655172414
9;3;1.14;7;267.46453060848705;1424.4727078799901;42411.49618136749;18.231328511865453;0.21551724137931036
8;5;0.85;6;269.1877333665577;1270.593721970852;39282.601497055104;16.886290612712198;0.18857758620689655
4;5;0.82;6;254.76127833422262;852.2412446085937;20804.13657700843;8.943121816535728;0.13469827586206898
2;6;1.06;5;183.6937741497021;910.7708506233929;17465.32697527442;7.507991661755833;0.09428879310344829
4;7;1.36;3;122.67219852793058;988.6666666666667;15748.333333333332;6.769991015274034;0.09428879310344829
8;6;1.66;1;136.94141265603963;1404.5654228585236;30029.15607413105;12.9087890332574;0.12122844827586207
12;6;1.96;0;213.66066931480452;1679.513902581285;48151.53621450653;20.698732626456625;0.16163793103448276
7;0;0.62;3;207.26337713472248;964.5353744424365;31909.823412286027;13.716940435231075;0.13469827586206898
0;1;0.02;7;192.14536802993126;259.97916024280545;13102.693812035515;5.63227383133988;0.09428879310344829
1;3;0.09;7;250.29694933538556;626.7703718109815;15726.957181564234;6.7605448902160425;0.08492341914015772
2;2;0.19;4;258.82235515938976;686.5866589364236;21725.243021981605;9.33892795004543;0.08081896551724138
5;2;0.29;2;263.57883715436725;849.3605804999602;24550.809126054613;10.553587874546654;0.09428879310344829
7;3;0.42;1;260.19296599395614;623.6305633668784;18840.59355511916;8.098967136340478;0.10775862068965518
8;4;0.61;1;203.8880676311913;1028.312863009067;27907.461044921212;11.996538029612534;0.12690932911312025
9;6;0.86;2;202.27544787378048;1078.5641847952288;28079.819997870327;12.07064752248706;0.14816810344827586
11;9;1.2;1;198.0663256521486;1383.7401095856728;30228.270101832095;12.994368758435987;0.16163793103448276
10;2;0.32;3;280.95383646102607;1552.7540661567064;48463.78594021166;20.832893565094324;0.17510775862068967
3;2;0.06;7;265.72990029355867;550.7122900748794;26196.947676628748;11.260992041154832;0.13469827586206895
0;2;0.13;7;230.6943521939221;394.0950291201958;11786.457201951569;5.066612215659308;0.09844736486953085
2;3;0.28;6;136.60172507029753;758.8256989059632;18684.507094122295;8.031925837743772;0.10775862068965518
7;6;0.47;2;134.612518347567;801.7162322189272;20364.447118072676;8.754107024140614;0.12122844827586207
13;8;0.75;0;253.94616885539295;1494.0638419248437;31891.67091516053;13.70946348938819;0.17510775862068967
15;9;1.14;0;274.49446474708486;1702.9225534104842;52997.831255662444;22.781932859696397;0.20204741379310345
13;10;1.61;2;253.74801949342668;1674.9044349116132;34766.44467353794;14.945284725078654;0.20204741379310348
13;12;2.14;2;197.79521976040292;1869.7691445789358;36002.62221686825;15.476776845138755;0.20204741379310348
9;5;1.31;4;261.4096284059366;1476.0549762235305;33819.01308058911;14.537902264369034;0.17510775862068967
2;1;0.94;8;259.96927033835;927.8120541969233;29236.648709208504;12.567834544037245;0.13469827586206898
3;2;0.41;6;207.39788895226334;913.0612179858366;32179.709411121505;13.83287367801153;0.12546050812889456
4;2;0.25;4;203.01158413650558;502.22497365084007;17842.947722037654;7.670031990416168;0.11169462228032424
6;5;0.31;3;193.89590780515954;633.4137589710012;16502.340586998696;7.0938977120176085;0.12122844827586207
7;6;0.61;1;132.8327196275905;635.1328319082011;16387.203572647977;7.0443502087542935;0.10775862068965518
10;8;0.93;0;192.97269348558075;1289.7982875973685;24603.17208531849;10.576384399710951;0.13469827586206898
12;8;1.33;0;268.95717431697767;1524.5075851192628;36249.286650810944;15.582553746535876;0.16163793103448276
13;10;1.74;1;255.20703726794602;1748.5649732890638;33021.62381708011;14.195320041517657;0.18857758620689655
9;1;0.82;2;265.38285397779487;1190.1133484339348;37774.08627263407;16.23778253997383;0.14816810344827586
4;1;0.13;6;274.81855978514324;924.0100804435463;32534.162888845203;13.985234033245256;0.13469827586206898
1;3;0.16;7;270.5697263271479;788.0552293535967;32636.389304049444;14.029127833201974;0.10775862068965518
3;3;0.27;5;193.23610354987773;704.4262244268265;18773.19062702701;8.070024090515702;0.10775862068965518
9;5;0.47;3;214.89669735348647;1356.1801062201546;50216.338096923995;21.586082217136774;0.16163793103448276
11;6;0.69;3;264.61578299470466;1374.7596268340699;31888.60874385649;13.708042656316701;0.18857758620689657
12;8;0.99;3;276.9075055388556;1535.6271062359328;45029.60824307175;19.356691444817013;0.20204741379310348
10;10;1.43;3;267.7285486305458;1382.2723721769291;35786.20845916145;15.383392464746512;0.1847487178408172
13;13;1.95;3;264.79776271087565;1947.0346217276465;41564.65448630221;17.867648387326582;0.21551724137931036
11;4;0.98;3;274.08360409484374;1570.9393005561756;43509.39041174244;18.703363622670338;0.18857758620689655
6;3;0.52;6;260.0119919520373;789.6486007902863;28105.30940609872;12.081428885141841;0.16163793103448276
6;6;0.47;6;261.10742638148866;1013.9792090631072;31537.639668269363;13.55698472637953;0.16163793103448276
11;9;0.73;2;197.18147803124128;1451.9791467370992;30173.659765899414;12.970922984577555;0.17510775862068967
13;11;1.18;1;190.91404080011426;1737.1263944545667;34815.37719042013;14.966343368140226;0.18857758620689655
14;12;1.72;1;196.2320387037372;1724.4211285799242;32062.470803396223;13.783029477989391;0.20204741379310345
16;14;2.34;0;186.91513430073735;2124.7141646352065;34653.8805302249;14.897192485434879;0.21551724137931036
18;14;3.02;1;267.09996359643293;2664.6620989779;52977.36095992849;22.77379108972468;0.25592672413793105
20;15;3.76;0;272.80299836445664;2693.7959577409115;58911.35701211142;25.32447437942459;0.2693965517241379
17;7;2.71;2;266.1037290935847;2110.729353383808;47949.581522488705;20.612259420792302;0.255926724137931
10;5;1.66;7;268.28622199440446;1598.2964969210475;43743.07941452319;18.803823468087003;0.23212957586595356
8;4;0.95;6;261.4983222406065;1226.2071801296124;39870.51631290207;17.13897959747335;0.19300790746088636
6;6;0.76;7;265.1784255532733;1332.4585026017025;34916.45647727439;15.00951512500956;0.18096904791057672
2;5;0.89;7;192.22260240969166;1024.9422549239557;24168.181647987712;10.389247362054098;0.12538022808582108
4;7;1.19;4;126.74099579400485;929.8268019959926;18323.967745028014;7.877077111586258;0.11950430813468438
9;8;1.54;3;206.6438036673137;1737.1673631409608;38819.6623552915;16.687542770391083;0.16163793103448276
14;10;1.94;0;261.68600777805096;1577.3252174266363;34918.15821059534;15.010460369998995;0.18857758620689657
14;10;2.4;1;210.93803207731497;1798.771083816538;47278.60332510266;20.32361558843196;0.20204741379310345
12;5;1.09;2;259.76283247054977;1460.7409193996489;31458.34816154353;13.523189223414299;0.1887981496399901
7;3;0.67;6;284.54006970419323;1402.5134780299254;53140.40832561636;22.842978833015422;0.17510775862068967
5;4;0.32;7;269.2251504223206;1169.4809366485833;42041.72133784211;18.072176058282434;0.16895819788211516
5;5;0.41;6;206.9955868838619;1149.421813676628;34371.40434393857;14.775160301863611;0.14972713346147712
7;7;0.68;4;187.7719987986131;1220.252825620811;26608.221465676765;11.438207440536932;0.15825574382737317
12;10;1.07;2;202.50502800724396;1732.8985431297883;37864.07464972618;16.276792063173474;0.18857758620689657
17;11;1.57;0;269.4198024469681;1870.5752292819316;42971.140763785465;18.47212303987407;0.22898706896551727
16;12;2.16;1;264.9415793204281;2252.984644835634;47947.658379099485;20.611495408746283;0.22898706896551727
16;14;2.79;3;269.7616330791885;2561.831048166994;49204.676069636684;21.152043969063673;0.25592672413793105
14;7;1.82;4;274.36092651043526;1926.2577070632342;57358.265162211595;24.656359097865668;0.24245689655172414
8;3;1.03;7;274.940907970795;1309.2076298186046;42066.353332605075;18.082872627764406;0.20213152170804788
8;5;0.78;6;273.0069660282093;1253.9483418621483;47419.28967673077;20.383699468195083;0.18857758620689657
10;6;0.68;4;264.3837839989361;1146.2828920916538;29387.515976555114;12.632830069973735;0.18857758620689657
9;7;0.8;5;209.45212776532847;1458.3180497641956;39734.41279283869;17.080571386423067;0.18857758620689657
12;9;1.16;3;255.53252020521504;1445.0651505719616;26754.39854884286;11.501184303641086;0.20204741379310348
15;12;1.69;1;204.79323017370544;1796.5050383316143;39905.272350645195;17.154262852029724;0.21551724137931036
16;14;2.35;2;264.36550647903607;2040.3663625567299;40073.83676620362;17.226869914917426;0.24245689655172414
18;15;3.1;1;256.5420728470796;2331.9776307524025;42195.62283373735;18.139130208836228;0.25592672413793105
16;8;2.25;2;265.76975089273395;1958.5761414660117;44174.551121154596;18.9894846578241;0.24245689655172417
9;4;1.47;6;266.5972494446091;1447.1965511186045;41893.17191621505;18.008541671248185;0.20204741379310348
6;4;0.94;6;260.39142084169384;1025.4382191476625;33039.53217752627;14.202506060974681;0.16163793103448276
7;5;0.79;5;266.82087391067375;1473.367361241607;42317.6495010111;18.190954563756964;0.16163793103448276
8;5;0.75;4;265.91266502794787;1242.7626835286133;37094.595926908674;15.94578996341431;0.16163793103448276
7;7;0.86;4;201.53253429091342;1258.1736775359177;29444.021603522593;12.657162040320852;0.14890943784284272
8;6;1.15;4;275.43780005095806;1655.196646789891;45399.72565305436;19.515883416443828;0.17348362471833476
14;8;1.46;2;273.0580806356195;1785.7370975468493;49806.724076079954;21.410297797636026;0.21551724137931036
14;10;1.9;2;272.6426965906662;1559.3910244646065;41450.81814914367;17.818452797064968;0.21551724137931033
10;3;0.87;3;274.9796202988691;1020.9996454641011;29385.20876980694;12.631728015681269;0.17510775862068967
6;3;0.3;6;279.99423234241044;1186.5488697377682;42502.582116388265;18.270274632409027;0.1620262868561394
3;4;0.28;6;245.75437106631955;822.8079691907155;18263.951648874638;7.851236858079724;0.12122844827586207
2;5;0.49;6;202.76651325326964;821.3863176306169;24471.0225624678;10.519282259673783;0.12086562904598133
9;5;0.74;3;263.4739887938396;1350.1266727676823;30145.10450692654;12.958605809346047;0.16163793103448276
12;8;1.08;1;265.5480948835711;1377.8021702111264;37329.03440109531;16.046559004184072;0.17510775862068967
11;8;1.47;2;272.8321697780054;1717.5896660772985;43110.78210479889;18.532028202063277;0.17530102317443486
11;9;1.87;3;265.82352675628727;1800.1266766514887;38262.35644901819;16.448019207456397;0.18857758620689657
11;10;2.32;3;206.3778397276287;1848.235221156272;45999.6131311713;19.773873186290285;0.18857758620689657
9;2;1.07;2;208.47675576517972;1308.342770010001;37943.053267709816;16.310458325644078;0.1481784875229748
2;3;0.41;7;202.20986162014947;905.0315187471022;32144.66171030941;13.817804850512717;0.12122844827586207
3;3;0.29;5;199.34891455448366;563.5471305728943;19032.689228622836;8.181455046918611;0.10775862068965518
7;4;0.44;3;262.1362462472274;1043.9777297078806;28469.962345356562;12.23832916497201;0.13469827586206898
5;4;0.59;5;279.38421978302733;1368.6464548946706;49656.42373096931;21.345358368281353;0.1459021291088982
8;5;0.76;3;254.70593909381245;910.5695520169598;23236.743345597413;9.98877531819861;0.14816810344827586
9;7;1.04;3;263.1740301977459;1438.5675930088762;32564.58760733348;13.99863248183043;0.16163793103448276
11;7;1.37;2;215.07349174941461;1633.8266710896044;49179.437966591344;21.14054880448288;0.17510775862068967
15;11;1.79;1;199.14564708759315;1568.7628363383924;31115.5188321312;13.375872568643462;0.21551724137931036
13;5;0.97;2;274.67346718148866;1437.9766451430285;42860.734848840126;18.424378763237108;0.20204741379310343
8;3;0.49;5;264.36348570822304;1196.436896579165;33947.91495888219;14.593142184175168;0.17510775862068967
4;4;0.34;6;253.75797869246682;949.78970071309;31459.353822727935;13.523252506527621;0.13469827586206898
5;5;0.38;6;270.46294501889366;1419.7003132222558;44389.162998782376;19.08135207548856;0.14816810344827586
7;6;0.58;4;205.1025390733734;1404.696361699404;38229.21066365642;16.43350068906788;0.15115586513552184
5;5;0.8;5;200.3763881396237;1033.2743850173501;27512.864365390917;11.826927216800547;0.13469827586206898
10;6;1.1;2;259.2701536237643;1115.6902630189766;29299.33890968062;12.594913766505965;0.16163793103448276
13;10;1.46;1;260.6217123454812;1693.3963011212873;42876.757268096684;18.431430871232937;0.18857758620689657
13;11;1.92;2;264.6889407263167;1628.8799200695573;36918.79970578304;15.870434540643057;0.20204741379310345
10;1;0.75;3;261.94877185337776;1446.7310430617042;41475.16957851507;17.82887053041756;0.17687585274331438
5;2;0.26;6;268.5474863577558;1017.6569833019904;39051.61169437905;16.78678572513882;0.14816810344827588
4;4;0.16;6;209.34614470743557;902.2953670645086;30248.190115714802;13.002572209739228;0.13999636467447937
5;4;0.35;5;258.8832965969359;894.6084445923436;25508.713696764356;10.965351998977287;0.13469827586206895
9;7;0.63;3;264.83239143727445;1055.3134609093363;27077.832947484945;11.64000003338468;0.16163793103448276
10;8;1.01;2;204.3652795279326;1288.4022244478656;31101.29943490969;13.369538159619465;0.16163793103448276
11;9;1.42;1;191.7097729259724;1597.321229601097;28476.970620150754;12.241731365954855;0.16163793103448276
12;10;1.91;1;198.49562380167038;1564.5478838893337;33515.71095035967;14.407570427937317;0.17510775862068967
16;13;2.48;0;241.27053877058523;1942.4119719024052;34558.06318175199;14.855877233960033;0.2155172413793104
11;6;1.58;2;262.80330003538984;1627.8937497647667;43512.8474350865;18.704873188942603;0.17510775862068967
5;2;1.02;6;265.9413144928974;1266.4551822806152;38562.950017008276;16.57689685094194;0.14816810344827586
3;3;0.64;7;265.7123450191315;869.594561561504;28517.996320210827;12.258851049952858;0.13469827586206898
4;2;0.47;6;268.3365594697344;1105.5737975080224;40949.51825301793;17.602620174184295;0.13469827586206898
4;3;0.45;5;262.6918243557;712.2770934622515;21822.830038343913;9.380885463012987;0.12122844827586209
4;4;0.62;4;197.86204156524434;881.1230703126457;24401.61289922702;10.489470429283262;0.10798511664223877
10;5;0.84;2;206.52156603541718;1356.836509735869;38360.4641606537;16.490010963923993;0.16163793103448276
10;7;1.11;2;257.5390859113071;1220.2265798852582;29582.492002099476;12.716667728105039;0.16163793103448276
12;9;1.48;2;270.53882719303164;1510.241770290627;37191.788597116014;15.987671550168432;0.18857758620689655
8;2;0.45;2;242.3396001966792;689.9889370598628;14118.337384966364;6.069176334730248;0.13522267240556848
0;4;0.26;7;247.39105019509248;519.5702557036236;14544.797829330022;6.252363402987594;0.09428879310344829
0;3;0.27;6;199.53257878143012;894.3137449199537;22794.192403393507;9.798542304058191;0.08081896551724138
7;3;0.42;2;263.7392147857162;935.2410319892474;24080.826617838648;10.351660817454098;0.12122844827586207
10;5;0.6;0;268.65003124924056;1041.4309938399215;31527.257922767563;13.552538512271514;0.14298193650746713
8;5;0.85;2;264.2065715709231;1145.784482693011;32601.426261533492;14.014295036157748;0.13469827586206898
11;7;1.15;2;264.47295459404324;1594.394989932006;39037.900914390135;16.781296443941677;0.17510775862068967
10;8;1.51;2;201.65641499632636;1414.5965449490861;38830.79240043207;16.692146557143765;0.16163793103448276
11;9;1.93;1;183.18958487771042;1288.283022990857;22007.17185348523;9.46051966420929;0.16163793103448276
8;4;0.78;3;269.2122409813825;1221.3537051032977;35838.30030082633;15.405715871150548;0.14816810344827586
2;2;0.29;7;268.3219869418051;1031.2928419847199;39715.52729174363;17.072172940208695;0.12122844827586207
6;2;0.19;4;269.864536560494;880.7791385102628;35986.74255282762;15.469275598305913;0.13469827586206898
8;4;0.34;3;264.4074291007976;970.0763969407653;28193.683753903184;12.119545857168562;0.14816810344827588
8;6;0.58;3;201.92015858216405;1050.768254977033;27460.439438912574;11.80440023446694;0.14816810344827586
10;9;0.91;2;140.00895997523082;1420.835209850244;32846.43176255212;14.119775411996049;0.16163793103448276
13;10;1.36;0;196.05653146412752;1515.4747176934864;30733.354137198326;13.211582526231659;0.17510775862068967
15;11;1.91;0;196.92328775440478;1927.638557326237;33639.98794983453;14.461245543279437;0.20204741379310345
17;13;2.5;1;270.42488223206254;2521.264677012292;55222.188722914114;23.73859419268062;0.24245689655172417
14;3;1.47;2;278.32285396181413;1671.0665187602306;46386.89763459278;19.9402689737479;0.21551724137931036
7;2;0.73;6;245.8609429801129;849.6469424272344;29527.432973328723;12.692794523086643;0.17510775862068967
6;5;0.46;7;275.13864772837314;810.7059771531776;31383.622669788;13.490586045616652;0.17510775862068967
10;6;0.5;5;286.56772000340715;1949.0535330366247;65264.372138169696;28.054787372690303;0.20204741379310345
10;7;0.77;4;269.2896825050219;1413.4786744699522;34651.54341439206;14.895736113089832;0.18857758620689657
10;9;1.15;4;261.61288954213177;1384.2064650065201;36413.93110837415;15.653212376052576;0.19164686292222255
12;11;1.59;2;201.4509679267699;1743.6377059480603;37735.872772286144;16.2217478969447;0.18857758620689657
11;10;2.09;3;135.06595576784267;1622.6196046710406;31031.55075068171;13.339802633614248;0.18857758620689657
15;15;2.71;1;128.85479025697515;1812.5555555555557;28871.944444444445;12.411650194669061;0.21551724137931036
12;5;1.86;2;270.9602486423951;1895.2613818576529;45320.08115479403;19.481853305440332;0.18857758620689657
5;0;1.06;7;278.08552772301016;1046.534963052407;37560.53181320359;16.145873886387314;0.16163793103448276
3;1;0.48;7;235.65152162155115;595.289458467987;20052.64891090901;8.61994098528959;0.1388208337539726
6;4;0.26;5;271.2786220071907;1069.4007563338005;35967.02821081318;15.460931551535769;0.16048071827602944
5;3;0.23;5;271.9108070417264;851.4549483368638;29442.647482164473;12.656351043676633;0.13554410928476796
6;5;0.42;6;261.1815367170948;1079.8801272524972;27926.858803502622;12.004953992205529;0.16163793103448276
10;7;0.7;2;266.34168854034874;1160.0634270419027;32547.194454360673;13.990990729949628;0.16163793103448276
9;8;1.03;3;197.28215816899814;1424.6150524378395;30120.351390245312;12.94799788219644;0.16163793103448276
10;8;1.43;3;259.2388655052352;1525.023512343768;32294.230278651452;13.882513059759749;0.17510775862068967
9;3;0.66;3;253.87535984205888;1034.8063987936202;33292.34341824531;14.311231739998046;0.16163793103448276
