queue_average_reward;passed_cars_reward;pressure_reward;waiting_time_reward;noiseEmission_reward;COEmission_reward;CO2Emission_reward;fuel_reward;occupancy_reward;reward
6;1;-11;1.31;1.51606892;241.6278815;4640.250858;1.994779753;0.013469828;34.99477975
2;4;-4;0.84;-16.20800614;424.3991106;-5082.196702;-2.184250511;0.040409483;19.81574949
-1;-1;-3;0.19;85.92791365;344.6351752;18706.66998;8.041175101;0.026939655;0.041175101
-3;-1;-4;-0.24;-69.88337952;-215.6221175;-6785.611651;-2.91686928;-1.39E-17;-20.91686928
-1;-3;-10;-0.3;-3.141151028;-792.6711527;-16210.11357;-6.968407762;-0.040409483;-20.96840776
0;1;-9;-0.3;2.728862368;169.8274868;9318.086581;4.005467949;0;7.005467949
0;-1;-9;-0.32;1.508543532;221.7111632;3304.064199;1.420362545;0.013469828;-1.579637455
-2;1;-10;-0.36;64.92965421;-247.4762748;-5117.685828;-2.199940701;-0.026939655;-9.199940701
1;-2;-12;-0.4;-1.281932688;-30.53749757;5306.535742;2.280949086;0;1.280949086
5;1;-10;1.2;-12.40190967;400.3213674;-5732.873048;-2.463997801;0.013453945;25.5360022
3;4;-5;0.6;-48.79337203;144.5560406;-1584.884407;-0.681134095;0.010456213;26.31886591
-2;0;-4;0.23;-3.820725364;133.2802605;12488.17729;5.368026303;0.016499325;-4.631973697
-1;-1;-4;0.02;58.82952118;-125.9709854;-15066.17419;-6.476097121;0.013469828;-14.47609712
0;-1;-5;-0.12;-60.62139848;359.3273534;14663.59606;6.303254724;0;3.303254724
-2;-2;-10;-0.17;-6.585695311;-537.3542089;-15317.51117;-6.584573364;-0.040409483;-22.58457336
-2;1;-10;-0.26;2.396044212;-85.46029436;5158.653598;2.217417384;-0.013469828;-4.782582616
-1;0;-12;-0.33;0.495535181;-540.944264;-15456.74984;-6.644366069;-0.026939655;-11.64436607
-2;-1;-15;-0.43;-9.419918309;57.80121934;4100.920702;1.762821829;-0.026939655;-11.23717817
6;2;-12;0.63;17.19230666;381.0718067;16401.61119;7.050331461;0.013469828;43.05033146
1;3;-7;0.26;-6.620356422;453.4237296;-5010.92097;-2.153544984;0.026939655;11.84645502
-1;-1;-7;0.11;59.11066984;-166.7184422;512.2540483;0.22006225;0.013469828;-7.77993775
-2;-2;-7;-0.09;2.915630153;74.99691409;7288.887948;3.133139243;0.026939655;-12.86686076
-2;-1;-11;-0.39;-59.41759371;-446.0108829;-4240.55117;-1.823101632;-0.040409483;-14.82310163
-2;-3;-16;-0.46;-5.210717125;-209.0549076;-8100.103908;-3.481888765;-0.026939655;-22.48188877
-2;2;-14;-0.56;10.74649375;-389.4511477;3842.180055;1.651255379;0;-2.348744621
-1;0;-15;-0.64;-9.848316783;-287.5246872;-12326.44778;-5.298624703;-0.013469828;-10.2986247
-1;-1;-18;-0.69;-1.702613706;-43.0267509;-2332.14339;-1.00246612;-0.026939655;-9.00246612
6;1;-17;1.01;1.777543509;370.7810643;6260.368114;2.691164652;0;35.69116465
4;4;-10;0.92;-11.15759625;814.1741574;4200.118861;1.805981218;0.040409483;33.80598122
-1;0;-7;0.58;20.49797297;173.7045208;10403.70236;4.472048573;0.040409483;-0.527951427
-2;2;-4;-0.03;53.96277813;-241.6367063;-275.3915834;-0.118525556;0.013469828;-4.118525556
0;-2;-8;-0.35;-71.00037894;-511.9578367;-16822.98745;-7.23162113;-0.026939655;-13.23162113
-3;-4;-14;-0.42;8.900232469;-22.23255636;6606.379105;2.839676714;-0.026939655;-24.16032329
-1;0;-13;-0.51;3.459236035;239.9353378;5602.890671;2.408551127;0.013469828;-2.591448873
-1;1;-13;-0.6;13.84523016;-487.2112227;-2213.78268;-0.951874747;-0.013469828;-2.951874747
-2;-1;-15;-0.63;45.16236358;-145.1777712;-8869.141395;-3.812427984;-0.013469828;-16.81242798
8;1;-11;1.19;-5.095789524;608.3906872;6205.629761;2.667843881;0.040409483;45.66784388
4;4;-6;1.12;6.335640828;380.0932048;181.7153113;0.078318627;0.013469828;32.07831863
0;-1;-5;0.65;-12.3045616;160.7828044;-5387.128228;-2.315429186;0.026939655;-5.315429186
0;0;-2;0.08;74.4178986;266.9074136;17662.25911;7.592157606;0.027453301;7.592157606
-3;0;-2;-0.16;9.159502455;187.357651;12979.64959;5.579299153;0.012956182;-9.420700847
0;-4;-6;-0.23;-4.494992151;-326.2277331;-6293.109921;-2.705213743;1.39E-17;-14.70521374
-1;-1;-8;-0.28;-59.46174054;-189.5676069;-1795.374321;-0.771910265;-0.013469828;-8.771910265
-2;0;-13;-0.31;-76.66357803;-716.0045414;-21189.77775;-9.108719484;-0.067349138;-19.10871948
-1;-1;-16;-0.38;-2.584427667;239.8221463;-2236.400995;-0.96114624;-0.026939655;-8.96114624
3;2;-13;0.42;6.542300427;187.7389338;5552.368746;2.386760337;0.013469828;23.38676034
0;3;-8;0.24;19.397693;69.33913295;13371.79208;5.747759998;0.024652146;14.74776
1;-2;-8;0.15;57.99270184;342.138969;-67.07787512;-0.028582474;0.029227164;-1.028582474
0;2;-7;-0.04;-73.42432485;-426.1221157;-8184.575655;-3.518339491;-0.013469828;2.481660509
-1;-2;-10;-0.16;-4.458947215;-278.7595687;-13747.18135;-5.909367412;-0.013469828;-16.90936741
0;1;-10;-0.26;-4.587600535;252.6812073;6160.373305;2.648185477;-0.013469828;5.648185477
-2;-1;-9;-0.33;72.77018689;184.556944;9984.67926;4.291996828;0.026939655;-8.708003172
-2;1;-9;-0.43;6.928035534;-105.4331001;7696.255094;3.30811859;-0.013469828;-3.69188141
-2;-3;-15;-0.52;-66.94944276;-598.8124579;-13948.85851;-5.996239007;-0.040409483;-24.99623901
10;1;-12;1.38;-15.32171788;263.7145193;-10750.35086;-4.620820309;0.026939655;48.37917969
-1;4;-6;0.62;21.78312163;804.3721381;23570.09496;10.13202285;0.026939655;17.13202285
-1;1;-3;0.19;-14.54949448;29.90273771;-1940.248796;-0.8339862;0.026939655;-2.8339862
-1;-2;-6;-0.07;-4.432793244;-437.5840539;-8768.279865;-3.76924251;-0.013469828;-14.76924251
-1;-2;-10;-0.23;59.59076974;-92.70332012;-1810.622334;-0.778314593;-0.026939655;-11.77831459
-1;-1;-11;-0.32;5.845356324;46.66451581;2614.959636;1.12403138;0;-6.87596862
-3;-1;-13;-0.44;-52.04738679;-52.32212001;9688.950329;4.164676198;-0.019277461;-13.8353238
-3;0;-15;-0.56;-3.63651731;-480.8758878;-9618.202309;-4.134648263;-0.021132022;-19.13464826
0;0;-16;-0.6;24.19864799;-153.8390106;-4070.68957;-1.749859882;-0.013469828;-1.749859882
8;2;-14;0.94;-42.90065214;224.8702144;-13410.54387;-5.764289333;0;40.23571067
3;5;-7;0.92;12.87631819;516.6117638;13582.38218;5.838563367;0.013891007;35.83856337
-2;-1;-6;0.31;8.948925679;354.4198263;9278.231661;3.988459453;0.027222089;-9.011540547
-3;-1;-5;-0.07;8.515133137;234.728216;14334.61816;6.161850741;0.029911056;-11.83814926
0;-2;-7;-0.33;53.2140093;-620.5265644;-12699.61836;-5.459272682;0.000219709;-11.45927268
-2;-2;-12;-0.37;-4.005325337;-349.306969;-7060.282829;-3.03504248;-0.030834379;-19.03504248
-1;-1;-15;-0.45;-8.504248734;-280.5845903;-12731.60891;-5.472775575;-0.026939655;-13.47277557
-3;1;-16;-0.55;-43.97151999;-105.0364732;8697.746628;3.738537326;-0.026939655;-8.261462674
-3;0;-17;-0.68;51.49609598;-489.2262622;-8684.803838;-3.733379696;-0.013469828;-18.7333797
10;0;-15;0.96;0.265020891;759.4891687;12277.869;5.278047652;0.026939655;55.27804765
5;4;-9;0.77;-72.02449402;441.1808858;-8231.698878;-3.538078286;0.026939655;33.46192171
0;0;-6;0.62;8.115280125;577.5964695;12859.50485;5.528033271;0.040409483;5.528033271
-2;0;-3;0.3;22.5711882;166.8081083;10383.46977;4.46335213;0.040409483;-5.53664787
-1;1;-1;-0.13;53.12691258;-191.8101509;2393.936822;1.028873095;0.02552102;-0.971126905
0;-3;-4;-0.17;-2.013596728;-48.05122019;791.2531264;0.340095184;-0.012051192;-8.659904816
0;-2;-7;-0.2;-13.74590361;-162.9838308;-13123.52869;-5.641137527;-0.013469828;-11.64113753
-2;-1;-10;-0.23;13.21502246;-22.66690824;7607.92052;3.270178301;-0.026939655;-9.729821699
-3;-1;-13;-0.38;-9.488046889;-234.804072;-7534.284287;-3.238741653;-0.026939655;-21.23874165
8;2;-9;0.88;-68.51771872;206.4941452;-664.1299003;-0.285325321;0.026939655;45.71467468
-4;5;-3;0.27;14.22905746;319.1294764;11280.89367;4.849153703;0.008405003;-0.150846297
-1;-2;-6;-0.19;-17.04877034;-365.4177878;-17235.1876;-7.408570147;-0.008405003;-18.40857015
0;-2;-10;-0.25;4.552047972;-192.0543355;2800.512665;1.203580957;-0.026939655;-4.796419043
-1;1;-9;-0.26;-4.236798906;-328.3177802;-10316.04685;-4.434431975;0;-6.434431975
0;-3;-13;-0.35;-2.741894555;-52.36603679;-3310.082403;-1.422826849;-0.016737412;-10.42282685
-2;3;-9;-0.4;18.12781521;140.5558763;18437.50943;7.925288678;0.016737412;6.925288678
0;-2;-11;-0.45;57.42513193;-108.8352246;-8038.585677;-3.455404921;0;-9.455404921
-2;0;-13;-0.51;-1.973786013;-229.6124841;1380.489985;0.59324511;-0.026939655;-9.40675489
7;1;-10;1.08;-0.803035484;503.1866979;-205.2835721;-0.087982225;0.025832129;37.91201777
2;3;-5;1.01;-4.317355797;286.9927584;1097.428234;0.471948458;0.028047181;19.47194846
1;0;-3;0.35;8.771890504;480.7477086;16318.10314;7.014582037;0.026939655;12.01458204
-1;1;-1;0;-0.585258214;-3.242083149;-2558.114921;-1.099639145;0.013469828;-3.099639145
-1;-3;-3;-0.12;-1.091946062;65.33903971;1832.032157;0.787559841;0.005781158;-13.21244016
-2;-2;-6;-0.2;-38.65232659;121.8201468;12004.82181;5.16031458;-0.005781158;-10.83968542
-2;0;-8;-0.3;-20.36239388;-804.7088815;-20491.70342;-8.808752287;-0.026939655;-18.80875229
1;-1;-9;-0.3;57.1348057;-152.5642793;-6184.190012;-2.658326672;0;-0.658326672
-1;0;-11;-0.33;7.85278643;168.8865237;12795.85745;5.500292754;-0.026939655;0.500292754
5;1;-9;0.61;-76.9333581;198.3625802;-12355.42681;-5.310772067;0.013469828;22.68922793
-1;4;-6;0.38;-3.874194051;-80.83895981;-3259.588181;-1.401248399;-0.013469828;5.598751601
0;0;-4;0.17;23.11468073;240.2012717;2967.32038;1.275733329;0.026939655;1.275733329
-2;-2;-5;-0.21;-0.756065051;67.50159587;16247.25296;6.983801221;0.013469828;-9.016198779
-1;-2;-9;-0.29;-16.56208437;-564.758981;-17253.6181;-7.416741177;-0.026939655;-18.41674118
-1;1;-10;-0.3;3.871485925;-105.7948947;620.9100242;0.266850627;-0.026939655;-1.733149373
-1;-1;-13;-0.33;8.47109874;-32.06379473;2286.0863;0.982638058;-0.026939655;-7.017361942
-5;0;-16;-0.47;-13.3815253;-445.0680854;-11191.23071;-4.810781353;-0.040409483;-29.81078135
0;-1;-18;-0.6;9.189534472;47.9215004;7556.218043;3.248037153;-0.013469828;0.248037153
6;1;-15;0.72;-3.135082086;-95.11992874;-10761.74805;-4.625974265;0.026939655;28.37402573
2;5;-8;0.53;-2.535981589;419.892433;2310.680539;0.99355601;0.026939655;25.99355601
1;-1;-6;0.3;74.74375726;573.9035284;15422.1428;6.629504781;0.040409483;8.629504781
-2;-1;-8;0.02;-69.1203256;-228.3467965;-292.2969633;-0.125843162;-0.013469828;-13.12584316
0;0;-7;-0.11;8.82775488;24.37003312;4477.256882;1.924565704;0.013469828;1.924565704
-2;-1;-8;-0.34;-0.622631603;-210.0944328;-5015.007047;-2.155846365;0;-15.15584636
1;0;-9;-0.35;-13.24586532;-239.3492864;-7140.098575;-3.069247606;-0.013469828;1.930752394
-1;-2;-11;-0.37;-0.717824314;59.6627897;-1631.729354;-0.701362388;-2.78E-17;-11.70136239
-3;1;-11;-0.45;4.747569448;25.95203484;4941.024169;2.123916685;-0.013469828;-9.876083315
8;0;-11;1.37;-7.452411001;47.65978765;-6432.69571;-2.765060391;0;37.23493961
0;4;-4;0.78;4.81255535;548.7273996;7657.464103;3.29186775;0.040409483;15.29186775
-1;-1;-4;-0.01;12.22567673;209.9732611;13366.79185;5.745827362;0.013469828;-2.254172638
-1;0;-2;-0.25;62.59232085;-321.5952167;-1029.853804;-0.442910058;0.026939655;-5.442910058
-2;-3;-8;-0.27;-75.98504851;-299.7958505;-11137.6408;-4.78763353;-0.040409483;-23.78763353
1;-2;-10;-0.3;10.76846066;35.31376791;-1286.357328;-0.552913892;0;-1.552913892
-2;2;-8;-0.31;66.56509147;59.62769338;11181.45754;4.806315807;2.78E-17;0.806315807
-1;0;-9;-0.37;-60.59272099;-95.04992983;-3809.929501;-1.637753877;-0.013469828;-6.637753877
1;-2;-13;-0.4;-16.57379066;-373.7161405;-12803.056;-5.503579276;-0.026939655;-6.503579276
5;1;-11;1.31;8.348237752;558.4529323;7431.655818;3.194814728;0.013428626;31.19481473
1;5;-3;0.77;-13.2280489;393.6047694;-994.4290097;-0.427176934;0.039648238;19.57282307
-1;-2;-1;-0.08;97.57387892;457.2699901;25527.88767;10.97330502;0.052069047;-0.026694975
-2;-2;-3;-0.21;48.41773963;-448.8784468;-6224.168775;-2.675685154;0.002612709;-18.67568515
-1;-2;-9;-0.25;-143.7748116;-706.951281;-23994.7119;-10.31444358;-0.05387931;-21.31444358
-2;-1;-13;-0.26;4.813582526;-12.02768591;-322.4903129;-0.13862485;-0.040409483;-13.13862485
2;2;-10;-0.3;54.91543898;-17.27037186;-1663.379283;-0.714992631;0.013469828;15.28500737
-3;0;-13;-0.37;14.92630122;70.37900437;8053.689635;3.461823169;-0.040409483;-11.53817683
-4;-1;-15;-0.49;-5.621641014;-286.6162233;-5945.321408;-2.555761487;-0.013469828;-25.55576149
10;1;-12;1.11;-67.68036595;505.4086206;3164.938068;1.360790792;0.026939655;54.36079079
1;5;-6;0.69;-7.469656733;-24.26007007;-12823.20153;-5.51204544;0.013469828;14.48795456
0;0;-4;0.17;-5.857533811;247.1107041;2342.718474;1.007258996;0.026939655;1.007258996
-1;-1;-4;-0.06;74.99188979;303.8351058;17686.02277;7.602387711;0.011879628;-0.397612289
-3;-4;-10;-0.2;11.31899879;-284.1203018;2909.88979;1.250616069;-0.025349455;-25.74938393
-2;-1;-13;-0.35;-78.65688661;-630.4011518;-19892.48629;-8.551056636;-0.026939655;-21.55105664
0;1;-13;-0.4;6.360376824;-116.7072748;-634.2379326;-0.272782523;-0.013469828;2.727217477
-3;1;-13;-0.52;1.213769677;-243.549764;510.4911541;0.219335186;-0.013469828;-11.78066481
-1;1;-12;-0.55;-4.746296234;-330.1510395;-9872.551968;-4.243920196;0;-6.243920196
9;0;-11;0.94;15.47778274;781.9570152;17559.93605;7.548560347;0.013469828;52.54856035
-1;3;-6;0.73;-7.880531929;598.8540467;4549.009081;1.955749137;0.026280953;5.955749137
-1;0;-4;0.2;4.300421169;-90.91750875;-1131.223261;-0.486281786;0.027598357;-5.486281786
-2;-3;-8;-0.27;60.2546411;-123.8376939;6122.597433;2.631684616;-0.013469828;-16.36831538
0;-1;-9;-0.34;-6.776113657;-338.1938091;-11208.01792;-4.817897078;0;-7.817897078
-1;-2;-14;-0.38;-66.5672697;-230.2955977;-7409.31222;-3.185025288;-0.040409483;-14.18502529
-3;0;-14;-0.51;5.140880717;82.13778854;8460.209127;3.636623814;2.78E-17;-11.36337619
-1;1;-13;-0.56;3.124800461;-429.9215716;-5307.126735;-2.281495439;0;-4.281495439
0;0;-13;-0.6;-2.393346276;-80.75210643;-3839.052267;-1.650268439;-2.78E-17;-1.650268439
9;1;-10;1.09;-6.450445318;612.0942732;5513.662056;2.370409532;0.026939655;50.37040953
0;4;-6;0.91;4.777946691;328.1449738;-2157.859943;-0.92728997;0;11.07271003
-2;0;-4;0.53;11.05224449;516.6519247;22676.26704;9.747587159;0.026939655;-0.252412841
0;-2;-6;-0.03;55.49324032;-458.382821;-7441.026783;-3.198796944;2.78E-17;-9.198796944
-2;-2;-10;-0.3;-65.46054691;-286.4506391;-12336.7741;-5.303123922;-0.026939655;-21.30312392
-1;0;-10;-0.34;-6.698574319;-121.6255668;-2446.475436;-1.051640173;0;-6.051640173
-2;1;-9;-0.42;70.89308134;-253.3056971;86.75612237;0.037134327;0;-6.962865673
-1;-2;-13;-0.46;-65.65961598;-293.379695;-6282.926223;-2.700880173;-0.026939655;-13.70088017
1;0;-12;-0.5;8.733776475;311.5711256;13753.40418;5.912053226;0.013469828;10.91205323
5;1;-9;1.19;-7.007319333;610.7241958;5651.483814;2.429649042;0.026939655;30.42964904
2;4;-2;0.73;54.38763639;303.4947037;-7564.924135;-3.251531804;0.040409483;18.7484682
0;-2;-3;0.23;-30.2978271;279.5139812;25251.88853;10.85454616;0.013469828;4.854546163
-4;-3;-8;-0.17;-7.602889579;-485.6854935;-7789.363027;-3.348539559;-0.026939655;-32.34853956
1;-1;-11;-0.3;-30.43409416;-619.0791652;-29058.50115;-12.49097137;-0.026939655;-10.49097137
-3;0;-12;-0.35;83.45215848;362.4928084;21262.35569;9.139661675;-0.024246287;-5.860338325
-2;1;-13;-0.44;-61.56389503;-555.2875365;-13157.89617;-5.656175507;-0.016163196;-12.65617551
-1;-2;-16;-0.52;-4.53765013;-133.1384983;-2558.423802;-1.099824227;-0.013469828;-12.09982423
0;1;-15;-0.58;-0.860137293;104.9701274;4943.545543;2.125032376;0;5.125032376
8;2;-10;1.17;0.505470679;512.9208908;539.8361311;0.232362808;0.040409483;46.23236281
0;4;-4;0.84;-5.359179352;153.682416;-2558.303041;-1.099542275;0.026939655;10.90045772
-1;-1;-4;0.24;13.23969504;110.1311346;14273.94376;6.135605908;0.013469828;-1.864394092
-1;-1;-7;-0.14;-17.44517352;-345.8057859;-13518.52964;-5.811050872;-0.026939655;-13.81105087
-1;-3;-11;-0.3;62.12395018;-196.9122262;-7941.001007;-3.41355401;-0.020771018;-17.41355401
-1;0;-10;-0.34;14.88735431;371.0514786;18297.29909;7.865225864;0.020771018;2.865225864
-3;0;-12;-0.46;-1.068317945;-375.284586;-4789.009756;-2.058767498;-0.026939655;-17.0587675
1;-1;-13;-0.5;7.222406054;-194.4131254;-1530.670718;-0.658077031;2.78E-17;1.341922969
-2;1;-13;-0.54;56.11723617;-80.46258028;-1779.862156;-0.765143857;-0.013469828;-7.765143857
9;1;-10;1.32;-73.15249599;520.7085272;3435.39335;1.477049391;0.026061046;49.47704939
3;4;-3;0.91;-1.741146213;525.8854055;2303.034194;0.990310947;0.041288092;27.99031095
-1;-2;-2;0.39;44.75088636;635.4566323;24152.31988;10.38210454;0.040409483;-0.617895461
0;1;0;0.09;-40.93479086;-226.3384033;-15217.44168;-6.541206932;0.013469828;-3.541206932
0;-2;-2;-0.03;-59.58814319;-140.5379714;-6418.111695;-2.758876492;0;-8.758876492
-1;0;-2;-0.07;66.82145297;108.3951486;9375.431742;4.03003526;0;-0.96996474
-1;-2;-5;-0.13;-57.91566348;-38.24144907;1246.473006;0.535711257;-0.013469828;-10.46428874
-3;-1;-9;-0.21;-14.52608126;-591.1386167;-15173.60666;-6.52262259;-0.040409483;-24.52262259
1;1;-9;-0.25;4.850738342;37.80998764;818.4400782;0.351813284;-0.013469828;8.351813284
5;1;-6;0.58;6.728449142;344.3715538;5040.345824;2.166793256;0.026939655;30.16679326
-2;4;-3;0.11;-6.787790251;-79.80572992;-10414.08422;-4.476478307;-0.013469828;-2.476478307
-1;-3;-4;-0.14;0.7019664;136.8115225;9123.313302;3.921670927;0.026939655;-10.07832907
-1;0;-4;-0.15;71.59054255;-120.8157164;8928.594117;3.837820412;0;-1.162179588
-1;-2;-7;-0.19;-52.33053916;92.02199408;3381.679779;1.453672286;-0.013469828;-9.546327714
-2;-1;-9;-0.27;0.423877633;-278.9968428;-5972.285025;-2.567348609;-0.013469828;-15.56734861
0;0;-10;-0.35;-13.30220955;-254.4319613;-9602.222384;-4.12763165;-0.013469828;-4.12763165
0;1;-9;-0.35;7.528621066;-121.3101267;1276.226537;0.548468007;0;3.548468007
0;2;-7;-0.35;51.82740429;2.32219643;1509.72558;0.64899918;0;6.64899918
6;0;-5;1.26;-0.59702098;427.5987534;5904.823842;2.538413035;0.026939655;32.53841303
0;2;-2;0.59;-69.11741846;277.1565993;-3998.239254;-1.718436104;0.011009209;4.281563896
0;-1;-3;-0.05;10.33399846;255.5961286;2034.190638;0.8745867;0.002318935;-2.1254133
-2;-2;-7;-0.09;-2.334274842;-414.8337765;3150.580921;1.353969997;-0.038250255;-14.64603
-2;1;-7;-0.18;-15.47038931;-279.3566182;-18806.93148;-8.084195241;-0.002017545;-15.08419524
0;0;-7;-0.22;14.41918867;-45.04329907;6655.189486;2.86064991;-2.78E-17;2.86064991
-2;-2;-10;-0.29;61.82058183;-200.3666343;-458.9211802;-0.197457506;-0.019792705;-16.19745751
-2;1;-11;-0.37;-8.234389585;-241.5084241;-6644.701969;-2.856305542;-0.020616778;-9.856305542
0;-1;-14;-0.4;-50.92738246;-254.0472744;-1793.060062;-0.770886293;-0.026939655;-3.770886293
5;1;-11;0.92;-13.16781576;730.4280188;10449.92143;4.49230979;0.026939655;32.49230979
0;3;-5;0.36;20.21310284;560.0186015;11684.43689;5.022825811;0.040409483;14.02282581
-1;-2;-8;-0.09;-11.79684679;-276.5678481;-2665.786934;-1.146082404;-0.017825508;-12.1460824
-2;0;-7;-0.27;72.43216385;-244.5753715;4549.739289;1.955558497;0.017825508;-8.044441503
-1;0;-9;-0.32;-63.47397595;-382.4756336;-12750.93741;-5.481180082;-0.026939655;-10.48118008
-1;-3;-13;-0.42;-13.92970816;32.5091347;-4169.435084;-1.792179224;-0.013469828;-15.79217922
-2;0;-15;-0.46;8.298476678;-645.7594487;-8423.592858;-3.621277097;-0.027327816;-13.6212771
0;3;-12;-0.52;53.93390256;-44.78155738;-4548.439186;-1.955115481;0.000388161;7.044884519
-1;-2;-15;-0.59;-61.02987252;38.98391784;1382.358147;0.594205077;-0.013469828;-10.40579492
5;0;-13;0.97;0.969445232;336.6044413;7441.956658;3.199101991;0.026403626;28.19910199
4;4;-6;0.75;-6.916810834;478.7967455;-3244.440923;-1.394343277;0.040945511;30.60565672
-1;2;-4;0.44;-0.060362178;147.6459741;9073.705481;3.900466073;-2.78E-17;4.900466073
-2;-6;-9;0.12;5.470638878;131.0624107;1953.150038;0.839644308;0.013469828;-27.16035569
-3;2;-7;-0.24;71.10447597;-299.5550206;4854.857302;2.086580275;2.78E-17;-6.913419725
1;0;-7;-0.4;-3.227170723;-254.4185512;-5030.845839;-2.162612925;-2.78E-17;2.837387075
-2;-3;-12;-0.42;-66.36546982;-192.7563649;-7744.328194;-3.328956518;-0.026939655;-22.32895652
0;0;-14;-0.5;-4.627660521;-162.6961858;-3357.60217;-1.443403191;-0.026939655;-1.443403191
-1;0;-14;-0.5;22.76258366;117.0408908;11619.54027;4.994637938;2.78E-17;-0.005362062
8;1;-11;1.26;-13.65325819;569.5616348;-2313.523786;-0.994041281;0.026939655;42.00595872
1;6;-3;1.02;-17.11742255;390.9188755;-2640.8114;-1.134861829;0.026939655;21.86513817
-2;-2;-3;0.28;16.95310469;69.0573939;11066.52215;4.75691072;0.026939655;-11.24308928
1;0;-3;-0.15;5.118315347;-200.3505739;221.9552795;0.095274754;1.39E-17;5.095274754
-2;-5;-10;-0.21;-18.60325302;-2.003326325;-9139.085967;-3.928347056;-0.026939655;-28.92834706
-3;0;-11;-0.31;12.02400023;-329.5110709;2341.390365;1.006180074;-0.013469828;-13.99381993
0;2;-10;-0.36;-0.928931611;-16.90530358;2560.012277;1.100390373;-0.013469828;7.100390373
-2;-1;-11;-0.41;1.429499168;-210.9932253;-5367.740286;-2.307411617;0;-15.30741162
1;1;-10;-0.45;8.122989942;-181.7528293;1008.429377;0.433335836;0;8.433335836
7;0;-8;1.15;-21.47213004;365.0064206;-5521.214965;-2.373031055;0.026939655;32.62696895
0;5;0;0.58;20.99420101;719.693643;14735.16395;6.334263889;0.040409483;21.33426389
-3;-3;-5;0.03;55.56721753;-225.1668321;4801.040314;2.063592809;-0.026939655;-21.93640719
-1;-4;-11;-0.28;-78.37269276;-435.2018611;-23750.69688;-10.20934023;-0.026939655;-27.20934023
-4;-1;-14;-0.36;18.58842773;-99.06806412;16456.82192;7.073760697;-0.027351773;-15.9262393
-1;2;-14;-0.47;-12.90968695;-440.021462;-20487.01949;-8.806539551;-0.026527538;-7.806539551
1;0;-13;-0.5;19.94067969;-105.2209432;5093.917627;2.189527261;0.013469828;7.189527261
-2;1;-13;-0.51;52.49977593;-147.5576894;1548.813398;0.665626449;-0.013469828;-6.334373551
1;0;-13;-0.55;-63.79992033;281.2826482;2468.787121;1.061410665;0;6.061410665
7;1;-9;1.19;4.055174388;479.3796662;3890.012481;1.672385738;0.040409483;39.67238574
2;1;-6;0.88;-11.64759623;466.1254538;6566.126485;2.822739072;0.026939655;15.82273907
-1;2;-4;0.46;64.45437413;29.31251722;-1249.634415;-0.537134095;0;0.462865905
-1;-2;-5;0.17;4.770360832;87.33152393;8104.337636;3.483713119;0.013469828;-7.516286881
-2;-1;-6;-0.18;-60.54756994;-0.955025051;-2890.688726;-1.242533655;2.78E-17;-14.24253365
-1;-3;-10;-0.34;62.57330517;-426.5050316;-6553.858034;-2.817447988;-0.013469828;-16.81744799
-1;2;-10;-0.35;-8.271044815;-588.2088011;-11922.30461;-5.125140485;-0.026939655;-4.125140485
-1;0;-12;-0.4;-57.31685445;20.49238865;2141.603407;0.9205558;-0.026939655;-4.0794442
-2;-1;-14;-0.47;4.260601317;63.84416345;7030.470822;3.022058709;-0.013469828;-9.977941291
8;1;-12;0.98;-3.738925006;367.0954406;-6835.110073;-2.937797237;0.010468679;40.06220276
1;4;-5;0.67;0.217704617;92.31701901;4560.678246;1.960454374;0.043410631;18.96045437
-2;1;-3;0.16;-12.16980199;-42.41594861;-8044.669421;-3.457994133;0.012049776;-10.45799413
1;-3;-5;-0.13;19.43751081;301.4103792;10538.49476;4.530092939;0.014889879;0.530092939
-2;-2;-7;-0.21;-0.387694363;93.20390132;12297.22785;5.285990116;0;-10.71400988
-2;0;-9;-0.29;0.306861333;-350.9025639;-8259.102352;-3.550401829;-0.026939655;-13.55040183
-2;-1;-11;-0.37;-1.055484295;-456.6098034;-7762.136362;-3.336766939;-0.013469828;-16.33676694
0;-1;-13;-0.44;-5.735126167;-169.8685362;-11948.4256;-5.136092662;-0.014418201;-8.136092662
-1;2;-12;-0.45;12.74510815;-124.4276569;6942.332278;2.984044141;-0.012521454;3.984044141
4;1;-9;1.09;45.83190455;955.3739907;15360.81674;6.603410268;0.026939655;29.60341027
2;1;-7;0.24;12.97287049;-98.59335223;-2253.801998;-0.968868402;0.013469828;12.0311316
-2;-3;-10;0.11;-61.77196893;279.4767188;7554.478057;3.247437096;0;-15.7525629
0;1;-9;-0.11;-6.133771841;-296.8544798;-5161.379765;-2.218799625;0;0.781200375
0;2;-6;-0.28;58.20334441;-343.5575253;-12093.00594;-5.198302741;0.013469828;0.801697259
-1;-2;-9;-0.35;-5.526812977;46.00175195;1366.960698;0.587644494;-0.013469828;-10.41235551
-3;-2;-11;-0.41;22.98606789;28.92759302;10441.14542;4.488033748;0;-16.51196625
-1;-1;-15;-0.52;-85.77817576;-623.3611747;-18254.6371;-7.847039498;-0.040409483;-15.8470395
-2;0;-17;-0.56;2.874052599;-247.0950637;-5267.837962;-2.264542247;-0.026939655;-12.26454225
9;2;-13;1.3;24.08682548;683.7019123;10228.40148;4.397078956;0.026939655;55.39707896
