step_time,reward,total_stopped,total_wait_time,fuel_consumption,noise_emission,waitingreward
350.0,-3.0,2,6.0,0.1840893211666603,0.5836411183838683,4
355.0,4.0,3,8.0,0.19883290011901913,0.813751090604468,1
360.0,-10.0,5,21.0,0.3728931579205006,0.8964674604723635,-3
365.0,-10.0,3,5.0,0.49205743479102937,0.9518040257226298,4
370.0,-1.0,3,11.0,0.21015875841662116,0.9141144185660136,-4
375.0,3.0,8,35.0,0.2872250853419839,0.8528495644873421,-4
380.0,3.0,4,16.0,0.36091505719869554,0.8685561738983723,4
385.0,-1.0,4,9.0,0.27597235501429684,0.8398066241627543,4
390.0,-3.0,7,26.0,0.1864632031495151,0.8630530862930648,-4
395.0,-3.0,3,4.0,0.3927786256214651,0.8718212087481749,4
400.0,-6.0,2,7.0,0.1331488612863294,0.559813690331919,-2
405.0,7.0,5,20.0,0.1554970559415121,0.5701243946113107,-3
410.0,7.0,4,6.0,0.3311412378231694,0.6278130437054854,4
415.0,-3.0,3,14.0,0.06773373441821409,0.49625582930574197,-4
420.0,-3.0,5,18.0,0.08520446375452931,0.5364325099704961,-3
425.0,2.0,3,9.0,0.10502820092693932,0.5689410610087414,4
430.0,-3.0,3,14.0,0.25293681055038075,0.6140729512132966,-4
435.0,-6.0,3,29.0,0.2962418732565045,0.8952043424274811,-3
440.0,-6.0,1,0.0,0.4642418620424701,0.9328334899192391,4
445.0,-10.0,0,0.0,0.2764074629165087,0.8640890370821955,-1
450.0,3.0,5,14.0,0.21706438659000632,0.8886044619513173,-4
455.0,3.0,1,2.0,0.37952617405529454,0.9383839248261442,4
460.0,-5.0,2,12.0,0.16444924822621873,0.7842704214541648,-4
465.0,-5.0,4,15.0,0.05551081361861951,0.2724870099415896,-2
470.0,13.0,2,6.0,0.09487821918521173,0.29174031475390644,4
475.0,-3.0,1,0.0,0.31160615159108296,0.9042606475956319,-1
480.0,7.0,0,0.0,0.0846685767424794,0.5314723753964714,-1
485.0,7.0,2,7.0,0.20720756403666604,0.8164451882114498,-1
490.0,-10.0,2,17.0,0.3601394098277109,0.9003423623574182,-4
495.0,-2.0,3,29.0,0.3010315798615986,0.8995822127674789,-4
500.0,-5.0,6,28.0,0.12680154769370064,0.7822617561658725,1
505.0,3.0,3,14.0,0.41637706452873086,0.9430809296923007,-3
510.0,3.0,5,11.0,0.18964072855243438,0.8525001517906245,2
515.0,7.0,4,31.0,0.14931786922942697,0.5330010008531755,-4
520.0,7.0,3,8.0,0.28305028347521527,0.6155812822616396,4
525.0,-1.0,3,23.0,0.1539796417260363,0.8486540323520425,-4
530.0,5.0,5,20.0,0.327779877386066,0.8755074770606478,1
535.0,-5.0,4,20.0,0.32074035956231184,0.8660098449330119,-4
540.0,8.0,5,41.0,0.21360220359708026,0.501493253728914,-3
545.0,8.0,1,5.0,0.16419694487967096,0.5861820451557653,4
550.0,-10.0,3,2.0,0.13209125115916573,0.8269916955453709,4
555.0,-13.0,5,19.0,0.33587369292683844,0.8690454054751754,-3
560.0,-13.0,1,2.0,0.2412623481147372,0.8636089425619785,4
565.0,5.0,4,12.0,0.20885205121807185,0.8505015777884922,-4
570.0,5.0,3,8.0,0.27376746144814895,0.8073857690864663,3
575.0,-1.0,3,8.0,0.27751821804737675,0.8470219616727888,1
580.0,2.0,3,14.0,0.262410024580318,0.898990299790846,-4
585.0,2.0,2,6.0,0.33082200666119316,0.8839667692124928,4
590.0,-6.0,4,11.0,0.13982475701244823,0.8268290555620983,-4
595.0,2.0,6,21.0,0.3578165592671114,0.8954046475040786,-3
600.0,2.0,4,10.0,0.3051239012452994,0.9198607356054823,4
605.0,-5.0,5,28.0,0.15648291204961187,0.7932278897297064,-4
610.0,-5.0,5,16.0,0.18358374635781483,0.8360834145808576,4
615.0,7.0,4,8.0,0.1441930196107264,0.8642279729148715,4
620.0,-6.0,5,25.0,0.2542103881674832,0.8242755508656014,-4
625.0,-6.0,2,4.0,0.20402353173739998,0.8483049998398721,4
630.0,-7.0,1,0.0,0.4383425359513571,0.9646482086951328,4
635.0,7.0,3,9.0,0.2190961782949585,0.8715315979688452,-4
640.0,-1.0,5,27.0,0.08200332437445357,0.7828592220764261,-2
645.0,-13.0,5,49.0,0.46090028145611606,0.9393896241734442,-1
650.0,-13.0,1,1.0,0.22741553462591368,0.7965186348417702,4
655.0,5.0,4,9.0,0.13017200637807713,0.7678741122234206,-4
660.0,5.0,3,13.0,0.32303425569861477,0.9207491460197997,-4
665.0,-4.0,4,28.0,0.30420079916879644,0.8780421048922307,-4
670.0,7.0,7,51.0,0.40542840997502816,0.8780963871700816,-4
675.0,-7.0,3,15.0,0.30200544539639196,0.8848996991813054,4
680.0,4.0,4,10.0,0.18489012231784704,0.7396861528301577,-4
685.0,4.0,3,9.0,0.1625229729216027,0.8814514094072278,1
690.0,1.0,4,24.0,0.18894146364299708,0.8136046276002068,-4
695.0,5.0,4,43.0,0.35035161226780737,0.876253659967237,-4
700.0,-7.0,4,63.0,0.3327240745690751,0.877047566155256,-3
705.0,-10.0,5,88.0,0.27850052836005856,0.8712764243573967,-3
710.0,3.0,3,56.0,0.2801291533046719,0.8636163358399941,4
715.0,7.0,2,6.0,0.24264004334060915,0.9086286253924303,-4
720.0,7.0,2,5.0,0.3659193554702422,0.8760120630272581,2
725.0,-6.0,5,21.0,0.3256382925316356,0.9011376737576672,-4
730.0,-3.0,5,44.0,0.30972093270800505,0.6053421363645644,-4
735.0,-3.0,1,2.0,0.2076414415245737,0.8688405056998305,4
740.0,2.0,2,3.0,0.06821845108937745,0.7900645192263089,-4
745.0,0.0,6,25.0,0.07588049213558538,0.5187123491819763,-4
750.0,-8.0,5,50.0,0.25770283954712525,0.8376524479842495,-2
755.0,-9.0,7,77.0,0.20716980138238983,0.7922100394890224,-2
760.0,-11.0,6,107.0,0.43602097504092346,0.6315991060051972,-1
765.0,-11.0,0,0.0,0.31056293813595326,0.6077583578024961,4
770.0,8.0,1,2.0,0.1603277066422891,0.56644544235655,-1
775.0,5.0,1,4.0,0.06942675718600655,0.7955463115331562,-3
780.0,-16.0,4,24.0,0.25823404186316273,0.8546161043259362,-2
785.0,1.0,4,44.0,0.24496405078516859,0.5878420963381635,-1
790.0,1.0,1,0.0,0.3260230581530167,0.6100665541974284,4
795.0,5.0,2,6.0,0.16653338077332483,0.5488150901553849,-4
800.0,5.0,2,7.0,0.16353741055572846,0.5681304688197095,-2
805.0,7.0,4,20.0,0.11139453525855944,0.5313351626977393,-4
810.0,6.0,4,39.0,0.17261509710398126,0.2963694712242539,-4
815.0,-1.0,1,3.0,0.1608858804249301,0.5925023403805266,4
820.0,-7.0,1,0.0,0.27066438783425445,0.6312850736475515,-1
825.0,-7.0,2,6.0,0.06501151491659583,0.5578079670448792,-1
830.0,2.0,4,14.0,0.2846970818729104,0.8829681090312679,-4
835.0,-3.0,1,4.0,0.3935326627424289,0.9081572282951592,-3
840.0,8.0,1,9.0,0.13350042665329082,0.5232720723378151,-1
845.0,8.0,1,1.0,0.024282190892914515,0.25124139920797056,4
850.0,-3.0,3,10.0,0.09129658598949358,0.5297596580537909,-4
855.0,-6.0,2,20.0,0.3363715071103381,0.9148522381452754,-4
860.0,-9.0,2,30.0,0.29102968903715015,0.8192723625099505,-2
865.0,-9.0,1,4.0,0.18068400641639742,0.5533991666522204,4
870.0,3.0,1,9.0,0.24746800339672903,0.5788740232849163,-4
875.0,0.0,2,2.0,0.061972800728270064,0.5122805043476413,4
880.0,-4.0,4,15.0,0.34981997720632707,0.9100176795415269,-4
885.0,-4.0,2,2.0,0.3614892786214178,0.9275751028646172,4
890.0,-15.0,3,3.0,0.24275981538744854,0.8744527025695765,1
895.0,-3.0,4,19.0,0.4355204161913478,0.894032730251204,-3
900.0,-3.0,1,1.0,0.32483566956939397,0.8862754298909693,4
905.0,5.0,4,12.0,0.16314467659424398,0.5423192463751061,-4
910.0,4.0,5,33.0,0.0925921400479086,0.7810518623514088,-4
915.0,4.0,4,9.0,0.20077993634003224,0.855140013515362,4
920.0,-9.0,3,10.0,0.2214430290532344,0.8439178690185354,-1
925.0,2.0,2,8.0,0.3680245901414833,0.9268056612305469,-3
930.0,2.0,2,7.0,0.309364414220748,0.9048907246943576,1
935.0,-9.0,4,21.0,0.2601118032182905,0.8697958919460594,-4
940.0,5.0,5,44.0,0.40611960738406383,0.9244952653577302,-4
945.0,-1.0,6,70.0,0.2754133078080984,0.8564088155588931,-4
950.0,-5.0,4,58.0,0.25155805130193415,0.8679097228562402,2
955.0,9.0,0,0.0,0.12864478536930266,0.7268916939365311,-1
960.0,9.0,3,8.0,0.02709653257399714,0.26986821127852106,-1
965.0,5.0,5,31.0,0.10182737989024629,0.5603944829323063,-4
970.0,5.0,0,0.0,0.2858513042471486,0.6372491378004062,4
975.0,-12.0,3,4.0,0.08120051000970216,0.5674755932254388,-1
980.0,-1.0,6,21.0,0.21230488711322923,0.5815118411512845,-4
985.0,-1.0,1,1.0,0.23468359830081206,0.5653213482328573,4
990.0,1.0,3,10.0,0.20162037516416279,0.5929819857619658,-4
995.0,2.0,2,9.0,0.2894121987090402,0.8947469568692956,2
1000.0,-4.0,4,9.0,0.19680263348437785,0.8674511966748172,-4
1005.0,-4.0,3,5.0,0.2444392927343155,0.8985850943161572,4
1010.0,-3.0,2,12.0,0.5284607695159214,0.9526744529794594,-4
1015.0,-1.0,3,25.0,0.15090900482422645,0.5324509233381917,-4
1020.0,-1.0,1,3.0,0.19594050007782038,0.8217470949859135,4
1025.0,4.0,1,8.0,0.0950626664542261,0.3030300918755148,-4
1030.0,13.0,3,15.0,0.161372081527867,0.3061075732297542,-4
1035.0,-8.0,1,0.0,0.23067964630409302,0.6148286499139601,4
1040.0,-7.0,0,0.0,0.27764211443540066,0.6358400992181893,-1
1045.0,-7.0,3,5.0,0.08894805329327347,0.294319968255568,-1
1050.0,2.0,2,9.0,0.21558100772383598,0.6239758152582514,-3
1055.0,-1.0,0,0.0,0.3360577964545034,0.6369842883896971,-1
1060.0,8.0,2,3.0,0.10340181765688237,0.817604997170405,-4
1065.0,8.0,2,5.0,0.11836074679426369,0.8632004022670944,-4
1070.0,-3.0,4,20.0,0.14688743017335687,0.5170593179478199,-4
1075.0,-3.0,1,3.0,0.08243013383847293,0.28602472718233585,4
1080.0,10.0,2,3.0,-0.003908240520624575,0.2110836461584145,1
1085.0,-6.0,3,13.0,0.15621239136884055,0.5874868095904451,-4
1090.0,-6.0,1,0.0,0.4339418589373691,0.8969610376933849,4
1095.0,-12.0,2,1.0,0.18656095910028703,0.7198075413266921,-1
1100.0,3.0,3,13.0,0.12318699405316168,0.8124096440468864,-4
1105.0,1.0,3,8.0,0.04725568377049137,0.7418789294759305,4
1110.0,-3.0,3,12.0,0.3321220568640021,0.9277681375723471,-3
1115.0,-8.0,4,27.0,0.23586870537438828,0.8799750700784051,-1
1120.0,-8.0,2,2.0,0.22069045651235106,0.8447506420748488,4
1125.0,-5.0,2,9.0,0.27355295459936974,0.8712921682708196,-4
1130.0,-5.0,4,16.0,0.09170814054884077,0.816653905510261,-4
1135.0,10.0,5,40.0,0.1648156361009353,0.8232773250124119,-4
1140.0,-1.0,5,65.0,0.3813058482326453,0.8653864234835852,-4
1145.0,-8.0,5,90.0,0.19278698025870947,0.552779739806874,-4
1150.0,6.0,6,115.0,0.3272768174932066,0.8310441855658052,-3
1155.0,-6.0,1,24.0,0.284879913463519,0.895102279019898,4
1160.0,7.0,1,0.0,0.12574157169652606,0.7898077739079472,-1
1165.0,7.0,4,11.0,0.38747070472964884,0.6541637856891314,-1
1170.0,2.0,4,14.0,0.20106658945484737,0.7680434354437129,1
1175.0,-3.0,1,0.0,0.45761572912725984,0.9524155137334276,-1
1180.0,4.0,1,4.0,0.1778332495121086,0.8596166606274681,-3
1185.0,4.0,3,6.0,0.22667680028479853,0.8969616973946144,-4
1190.0,-3.0,6,29.0,0.1781627687988114,0.852418485788433,-4
1195.0,0.0,6,54.0,0.3412431583315954,0.8858779623108206,-4
1200.0,0.0,2,0.0,0.2976947828011025,0.8927911868188098,4
1205.0,-10.0,2,4.0,0.19352418877261093,0.8585390022377749,-1
1210.0,9.0,1,0.0,0.1716951170841473,0.8251950592790257,4
1215.0,-1.0,3,8.0,0.2803123664479334,0.9049180461810116,-4
1220.0,-1.0,0,0.0,0.3760958380566075,0.8925144908159077,4
1225.0,-3.0,1,0.0,0.049409887566090216,0.46758032453274995,-1
1230.0,5.0,5,15.0,0.1392051536336905,0.551584956001175,-4
1235.0,5.0,1,0.0,0.3836426883576565,0.921666400654456,4
1240.0,-12.0,0,0.0,0.2977309612739105,0.9163637435892071,-1
1245.0,-12.0,3,13.0,0.09488599943852942,0.8317621183078111,-1
1250.0,10.0,6,35.0,0.23218018434041346,0.8342008158880273,-4
1255.0,-8.0,6,65.0,0.24613484819168438,0.8286882021827541,-4
1260.0,2.0,7,95.0,0.35968258689026145,0.8790379738694282,-4
1265.0,0.0,5,37.0,0.36367155045183797,0.8706021081289899,4
1270.0,4.0,2,12.0,0.21127950065228385,0.8637457237807098,-4
1275.0,2.0,3,23.0,0.2154620919955727,0.8239963642358277,-3
1280.0,2.0,2,7.0,0.08277049556415905,0.5631758238107547,4
1285.0,2.0,4,22.0,0.0655429895179721,0.5402820279498574,-4
1290.0,-9.0,5,45.0,0.1913321050579316,0.8258328888733607,-4
1295.0,-10.0,6,70.0,0.2810924590337074,0.8512985864685997,-4
1300.0,1.0,4,51.0,0.211869435292127,0.7875758174558083,3
1305.0,1.0,1,5.0,0.3292891665473971,0.9269900824042677,-3
1310.0,1.0,5,7.0,0.13348296372582583,0.5436063836284699,-4
1315.0,5.0,4,25.0,0.34512322282491437,0.6369940209259709,-4
1320.0,5.0,0,0.0,0.18511734306384112,0.5796705413520883,4
1325.0,-8.0,0,0.0,0.21911677420378192,0.6260424036059188,-1
1330.0,0.0,1,4.0,0.2205469351939993,0.5921457303584862,-1
1335.0,-11.0,4,19.0,0.23651239443744954,0.5294035214713246,-4
1340.0,-11.0,2,5.0,0.12363310014230001,0.553644164551057,4
1345.0,10.0,1,9.0,0.23334897117358006,0.5655358429540664,-4
1350.0,-2.0,1,2.0,-0.012019799019453025,0.5258895292819622,4
1355.0,-3.0,6,21.0,0.07564604916153307,0.5356934670321161,-3
1360.0,-11.0,5,46.0,0.39990180109878837,0.9041351004367342,-1
1365.0,0.0,5,71.0,0.2822322972163845,0.8379326224695977,-1
1370.0,-6.0,6,99.0,0.30366738163440365,0.8675354870995191,-1
1375.0,10.0,6,129.0,0.2034816101094258,0.5398626728220812,-1
1380.0,10.0,1,1.0,0.19712518123563658,0.8463649003127449,4
1385.0,-9.0,1,6.0,0.11086602368751663,0.8318841448539052,-4
1390.0,-9.0,4,13.0,0.4192245722107865,0.9173193519359482,-4
1395.0,0.0,3,3.0,0.31067558888584546,0.9075246114473071,4
1400.0,-7.0,3,16.0,0.35745798195468287,0.9181503380414324,-4
1405.0,-7.0,3,6.0,0.19477830116030895,0.8435972440583077,4
1410.0,5.0,6,14.0,0.10306459698442794,0.8039826542824076,-4
1415.0,-2.0,3,14.0,0.27588541668113237,0.8946925697560243,-3
1420.0,1.0,3,29.0,0.27634739903296046,0.8809392249939811,-1
1425.0,-4.0,5,50.0,0.224497623019529,0.8145514001240066,-1
1430.0,-4.0,2,3.0,0.12843275110438687,0.8416531439244255,4
1435.0,1.0,5,18.0,0.20788366388133045,0.5809578764872857,-4
1440.0,1.0,2,3.0,0.3724673496362664,0.9149247546953466,4
1445.0,-10.0,1,1.0,0.22348313313109988,0.890702768016905,4
1450.0,5.0,4,17.0,0.21853078942248047,0.8019896064252199,-4
1455.0,5.0,2,4.0,0.267829692005963,0.8535307127822478,4
1460.0,3.0,3,2.0,0.2517346852623843,0.883205578750501,4
1465.0,-11.0,4,17.0,0.18444680205792216,0.864825514483576,-3
1470.0,-11.0,3,6.0,0.13208294389406616,0.8104871047279906,4
1475.0,5.0,3,19.0,0.21710315650199008,0.5739189794379893,-4
1480.0,-4.0,4,35.0,0.33076065924183146,0.5826854520994004,-4
1485.0,-4.0,3,11.0,0.12621096392294387,0.27854086093071323,4
1490.0,5.0,3,11.0,0.022444100058035647,0.26605763274254585,1
1495.0,-4.0,3,12.0,0.16499242106403314,0.5772978155411925,-4
1500.0,-4.0,2,6.0,0.28799658109270593,0.6201334693860471,4
1505.0,-8.0,4,14.0,0.1628507695347582,0.5846356520567149,-4
1510.0,5.0,5,10.0,0.30445148265362904,0.8681389162974161,-4
1515.0,5.0,3,5.0,0.3044451309482389,0.9030655482456913,4
1520.0,1.0,5,21.0,0.2178264775657748,0.5938384687304635,-4
1525.0,1.0,4,8.0,0.3276443403538309,0.6277345851545469,4
1530.0,-2.0,3,20.0,0.3088305500563682,0.606295648566151,-4
1535.0,7.0,5,40.0,0.1735461113120001,0.5358684377796735,-4
1540.0,7.0,5,29.0,0.14905364010746033,0.5673922530837021,3
1545.0,-5.0,2,4.0,0.2655629481655643,0.5875506127845187,3
1550.0,-2.0,2,14.0,0.3458901736195894,0.6008642088834316,-4
1555.0,5.0,2,24.0,0.10610913724247331,0.5401694183262213,-2
1560.0,-13.0,3,34.0,0.20033557469010424,0.8430211564701856,-1
1565.0,-11.0,2,44.0,0.3539245081400465,0.8945318357167882,-1
1570.0,5.0,3,55.0,0.35783655994274066,0.891199548690063,-1
1575.0,0.0,3,70.0,0.2460756940354006,0.5881630427818012,-1
1580.0,3.0,5,87.0,0.15780020217188942,0.7937188896703045,-1
1585.0,-10.0,5,112.0,0.2392281630384562,0.5736980608350851,-1
1590.0,-10.0,0,0.0,0.2947153966883702,0.3336275838875463,4
1595.0,-2.0,3,1.0,0.24070022904827715,0.6094463842194389,-1
1600.0,-12.0,4,13.0,0.380812521720868,0.9136001148847079,-3
1605.0,-12.0,4,6.0,0.546828626292991,0.9667024293441638,4
1610.0,-7.0,4,15.0,0.2095836307229267,0.8638602962757634,-4
1615.0,-7.0,5,13.0,0.24134517563226932,0.8692979573664485,1
1620.0,10.0,5,15.0,0.35085144755489606,0.9036547007326637,-2
1625.0,0.0,4,15.0,0.21181333271524075,0.8449819546921462,-4
1630.0,4.0,5,36.0,0.2850771771152597,0.8863342166132904,-4
1635.0,4.0,3,10.0,0.0765971999777485,0.8044984106927213,4
1640.0,-1.0,5,29.0,0.36814139613903807,0.8433306817985704,-4
1645.0,-2.0,4,49.0,0.26310661399310736,0.8501382465612277,-4
1650.0,-1.0,6,73.0,0.2160444509159494,0.5738818164833377,-4
1655.0,-1.0,3,49.0,0.20653962054224334,0.5567355972599234,4
1660.0,15.0,1,5.0,0.109173074667625,0.2667744683409869,-3
1665.0,-8.0,3,14.0,0.19604499025838454,0.5781451929608981,-2
1670.0,-8.0,2,5.0,0.20878917306299577,0.6033592760829146,4
1675.0,-7.0,4,16.0,0.19390694151276835,0.7871386332951191,-4
1680.0,-7.0,5,36.0,0.3959618869371987,0.9106912837721511,-4
1685.0,-11.0,5,60.0,0.3749968840801888,0.8812544045435324,-3
1690.0,-11.0,4,5.0,0.20620548192811347,0.8651315752704346,4
1695.0,10.0,3,7.0,0.3327438658780792,0.8541649635579905,-4
1700.0,-2.0,4,23.0,0.1401983840780041,0.719639263320715,-4
1705.0,-2.0,4,7.0,0.24786289723344626,0.8777277067874346,4
1710.0,0.0,1,2.0,0.04115099855941017,0.5274929890726423,4
1715.0,-4.0,4,14.0,0.22646614259899997,0.5862836787591011,-3
1720.0,-2.0,4,29.0,0.3464663099113926,0.6016756571992632,-1
1725.0,-10.0,4,45.0,0.2436313731533497,0.8693009494563086,-1
1730.0,4.0,5,67.0,0.20684482951725913,0.5442795097543832,-1
1735.0,-10.0,7,95.0,0.28513895910301074,0.8427300469650136,-1
1740.0,-7.0,7,125.0,0.36077372215327036,0.8693396862032127,-1
1745.0,-7.0,2,2.0,0.34035438251660044,0.8656991308951604,4
1750.0,3.0,3,11.0,0.17688516195598888,0.5709818722650222,-4
1755.0,5.0,3,26.0,0.3218659526543813,0.5603272933073342,-4
1760.0,5.0,2,7.0,0.054858309325120265,0.5377096057347674,4
1765.0,2.0,2,17.0,0.13942682937043746,0.2956062714900123,-4
1770.0,5.0,2,27.0,0.15589076375253538,0.2997148199435193,-4
1775.0,-5.0,1,4.0,0.08895953061965717,0.5245823130614374,4
1780.0,-6.0,1,4.0,0.11653331631928349,0.5447032445216222,-4
1785.0,-6.0,3,7.0,0.02450559902635751,0.5033466193668225,-4
1790.0,5.0,4,27.0,0.15346486221429195,0.5570598745063778,-4
1795.0,-10.0,2,22.0,0.22686825303057107,0.3163469759560861,3
1800.0,3.0,1,2.0,0.3046328404639484,0.6214673781664712,-4
1805.0,2.0,2,9.0,0.11619565923158816,0.5574214187645368,-3
1810.0,2.0,2,4.0,0.34792373160691636,0.34074899451086627,4
1815.0,-7.0,3,16.0,0.14385437639117823,0.5742923797379652,-4
1820.0,-7.0,2,8.0,0.3361191723595637,0.926228915352607,4
1825.0,-11.0,2,5.0,0.27426787148654974,0.9033052383634557,4
1830.0,5.0,5,21.0,0.1083769230176638,0.5488537084341804,-4
1835.0,5.0,2,7.0,0.2724534099085987,0.6108034233371038,4
1840.0,-3.0,3,11.0,0.08715266914645518,0.5639653686346061,-2
1845.0,-9.0,5,18.0,0.19193884029360683,0.8920778508939117,-3
1850.0,-9.0,4,8.0,0.4311454212910853,0.9117065796648977,4
1855.0,3.0,4,17.0,0.4594976065526097,0.9116863728392617,-4
1860.0,-5.0,6,35.0,0.29772427161211906,0.9016154227872314,-4
1865.0,-5.0,4,14.0,0.26011633620884583,0.867684460756608,4
1870.0,2.0,2,6.0,0.3219254185266185,0.9170764897053809,4
1875.0,-2.0,4,16.0,0.305204690055111,0.8973798327229426,-4
1880.0,-2.0,4,11.0,0.3127795780444131,0.9140123916250927,3
1885.0,0.0,4,30.0,0.3913287819432122,0.9158126127518114,-4
1890.0,-3.0,4,27.0,0.24625912877999978,0.8411120383213763,2
1895.0,6.0,4,8.0,0.24980344024346968,0.8954055159728602,-4
1900.0,6.0,4,7.0,0.1488784625720197,0.8220680483742465,1
1905.0,-7.0,6,32.0,0.4315213143165118,0.8966916461673634,-4
1910.0,-7.0,4,7.0,0.2519728397321039,0.8660756342193119,4
1915.0,1.0,3,22.0,0.32903810439644404,0.9136162154462666,-4
1920.0,1.0,3,8.0,0.13208375997047447,0.8069033314815345,4
1925.0,-4.0,4,26.0,0.2063305709932373,0.6115790288761629,-4
1930.0,-1.0,4,46.0,0.24968328811852405,0.5712610376535739,-2
1935.0,-2.0,6,70.0,0.27023486300798566,0.6054733381919547,-2
1940.0,-2.0,0,0.0,0.2162744584423183,0.5226190410489491,4
1945.0,-9.0,1,5.0,0.1604023008181851,0.5552908457527463,-4
1950.0,2.0,0,0.0,0.12836900199015305,0.8343169256164943,4
1955.0,-10.0,4,11.0,0.22522624451981643,0.8761681284656577,-4
