step_time,reward,total_stopped,total_wait_time,fuel_consumption,noise_emission,waitingreward
5.0,0.0,1,0.0,0.09950950269585432,0.304469678544292,-1
10.0,-4.0,0,0.0,0.1591354011971643,0.6006978408484185,-1
15.0,-10.0,1,0.0,0.2335699096999296,0.8989345352320098,-1
20.0,-10.0,2,6.0,0.23202285827069766,0.8845500941042334,-1
25.0,7.0,4,21.0,0.0826131510802491,0.540050685026908,-4
30.0,13.0,0,0.0,0.24888163553925,0.8107114292937296,4
35.0,-8.0,2,4.0,0.31224266653721194,0.9008315689698095,-4
40.0,-8.0,4,5.0,0.361822460309503,0.9370467445733857,-3
45.0,-8.0,3,8.0,0.19404922790719362,0.8583272382890996,1
50.0,8.0,2,6.0,0.2676454622700223,0.9063639024334159,-4
55.0,5.0,3,20.0,0.14109227474318714,0.7927115325513772,-2
60.0,5.0,2,6.0,0.1395776363029905,0.8244531324033788,4
65.0,-6.0,4,18.0,0.2287942581553269,0.5595724828698428,-4
70.0,-4.0,3,33.0,0.3602393032401273,0.8891648611654821,-4
75.0,-10.0,3,48.0,0.35196864217927293,0.9294906660315312,-2
80.0,-10.0,3,4.0,0.3171178523907717,0.9275174081461285,4
85.0,2.0,2,1.0,0.26164501935856715,0.7660799975655458,4
90.0,5.0,4,12.0,0.17642762958095176,0.8161072694789726,-4
95.0,-5.0,4,31.0,0.23812985047200214,0.847044609324846,-3
100.0,-10.0,6,55.0,0.3378100236409678,0.8377592285943731,-2
105.0,-10.0,1,2.0,0.15407084395466322,0.592825567545138,4
110.0,2.0,3,10.0,0.14732341842494096,0.852525945354918,-4
115.0,-5.0,4,11.0,0.3285611846828522,0.8955964938778723,-4
120.0,5.0,4,26.0,0.2125175530671867,0.7425174829171604,-1
125.0,5.0,3,5.0,0.20370436244496826,0.7994712020944995,4
130.0,-4.0,2,15.0,0.2949484706958773,0.8588969651539776,-4
135.0,-4.0,2,25.0,0.4193510933381019,0.8830399598819704,-3
140.0,-4.0,2,7.0,0.08659114783823578,0.8436769543685777,4
145.0,2.0,4,21.0,0.19823726816604173,0.5505539761261822,-4
150.0,4.0,2,1.0,0.31551551074793943,0.6162286977178292,4
155.0,-8.0,1,0.0,0.3809923310610833,0.9413077161783946,-1
160.0,11.0,2,1.0,0.2655930389275856,0.5787801077503745,-1
165.0,11.0,2,3.0,0.1707388939707321,0.3229061526745699,-4
170.0,-1.0,4,15.0,0.22474227557567397,0.5558257698629238,-4
175.0,-2.0,4,21.0,0.35160121746207157,0.8603633707038749,-2
180.0,-5.0,1,2.0,0.15744161653664965,0.812482756330641,-4
185.0,-5.0,2,2.0,0.0990773009892228,0.5751256292166772,1
190.0,5.0,6,21.0,0.22362284391369855,0.8180980620147278,-4
195.0,5.0,2,6.0,0.3459580742509087,0.8921950408271345,4
200.0,-3.0,2,11.0,0.400694171023929,0.950848521651693,-4
205.0,2.0,2,2.0,0.14548764444662818,0.7583095658993184,4
210.0,-5.0,2,12.0,0.14317442187324775,0.8636291281258748,-4
215.0,-5.0,2,1.0,0.09315065053045037,0.7797944163940395,4
220.0,2.0,2,1.0,0.22587815483711907,0.8620635117582378,4
225.0,-4.0,2,11.0,0.13564674308995114,0.592550222873299,-2
230.0,-4.0,1,0.0,0.3441302661425134,0.8943297096891525,4
235.0,-7.0,0,0.0,0.34401869637086513,0.8557945734691362,-1
240.0,-7.0,2,5.0,0.13626960323041049,0.8268400625373042,-1
245.0,7.0,3,13.0,0.3454638493887975,0.894041437731593,-4
250.0,-1.0,3,23.0,0.38094959379161425,0.9298662563299835,-4
255.0,-5.0,1,1.0,0.08829080266911699,0.7963357788377804,4
260.0,8.0,2,7.0,0.07153833443384341,0.47973741671271913,-4
265.0,8.0,2,6.0,0.21961177745713326,0.8195249766410213,1
270.0,-12.0,1,11.0,0.05733089672511683,0.2506802861547323,-4
275.0,11.0,1,16.0,0.12795962786222467,0.5599422651422605,-3
280.0,-11.0,1,0.0,0.19772044174941847,0.6223468730805373,4
285.0,-5.0,1,3.0,0.3983005139760205,0.9410041116991483,-4
290.0,2.0,1,8.0,0.4607877545113675,0.9101837292943454,-1
295.0,0.0,5,22.0,0.10495560197475816,0.5369657651870542,-2
300.0,0.0,2,1.0,0.24218499402045507,0.8867077396437107,4
305.0,-9.0,3,9.0,0.2583822451999407,0.8188450786582924,-4
310.0,-9.0,2,7.0,0.17689677976167464,0.8289358990323712,2
315.0,4.0,3,17.0,0.26860348629340597,0.8519783336285447,-4
320.0,0.0,2,2.0,0.30697569308751077,0.8891777199523331,4
325.0,-7.0,3,11.0,0.29362968228147507,0.8889351924829693,-4
330.0,-7.0,3,3.0,0.3175179195819172,0.9102070307432418,4
335.0,-5.0,3,3.0,0.1713481831988162,0.8181247921514243,4
340.0,4.0,4,13.0,0.22136866063466523,0.5855793192546741,-3
345.0,4.0,1,3.0,0.337353440930252,0.5876697224126666,4
